Profielnaam;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00021;100;0;-2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16;0;-1.86;-1;-1;-1;-1;-1;-1;14;0;-1.08;9;0;-0.64;6.5;0;-0.33;4.5;0;-0.35;-1;-1;-1;-1;-1;-1;1.7;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;100;0;-2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17;0;-2;-1;-1;-1;-1;-1;-1;6;0;-0.19;6;0;-0.19;3.5;0;-0.852;5;0;-0.21;-1;-1;-1;-1;-1;-1;1.7;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3
107_042_00024;100;0;-0.65;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;0;-0.6;-1;-1;-1;-1;-1;-1;5.5;0;-0.22;5;0;-0.18;2.5;0;-1.185;4;0;-0.19;-1;-1;-1;-1;-1;-1;2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;100;0;-0.65;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.5;0;-0.65;-1;-1;-1;-1;-1;-1;5;0;-0.18;5;0;-0.18;2.5;0;-1.185;4;0;-0.19;-1;-1;-1;-1;-1;-1;2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
107_042_00027;102;0;-1.55;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12;0;-1.38;-1;-1;-1;-1;-1;-1;8.5;0;-0.38;8;0;-0.26;5.5;0;-0.578;5.928;0;-0.482;-1;-1;-1;-1;-1;-1;2.5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;102;0;-1.55;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13;0;-1.46;-1;-1;-1;-1;-1;-1;8.5;0;-0.38;7;0;-0.25;4.5;0;-0.972;7;0;-0.25;-1;-1;-1;-1;-1;-1;2.5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
107_042_00028;100;0;-1.21;24.743;0;-2.126;24.1;0;-2.699;23.6;0;-2.7;22.689;0;-1.925;21.6;0;-1.2;-1;-1;-1;-1;-1;-1;19;0;-0.57;18.5;0;-0.37;16;0;-0.722;18;0;-0.37;-1;-1;-1;-1;-1;-1;7.9;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;100;0;-1.21;25.897;0;-1.306;24.1;0;-2.699;23.6;0;-2.7;21.6;0;-1.2;21;0;-0.96;-1;-1;-1;-1;-1;-1;18.5;0;-0.37;18;0;-0.37;15.5;0;-0.925;17;0;-0.46;-1;-1;-1;-1;-1;-1;7.9;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
107_042_00029;100;0;-0.28;27;0;-0.46;26;0;-1.46;26;0;-1.46;25;0;-0.46;25;0;-0.46;-1;-1;-1;-1;-1;-1;24;0;-0.07;21;0;0.03;18.5;0;0.02;15.5;0;-0.13;-1;-1;-1;-1;-1;-1;9.737;0;-2.48;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00030;100;0;-0.65;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.5;0;-0.65;-1;-1;-1;-1;-1;-1;6.5;0;-0.28;5.5;0;-0.22;3;0;-0.57;4;0;-0.19;-1;-1;-1;-1;-1;-1;2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00031;100;0;-0.65;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.5;0;-0.65;-1;-1;-1;-1;-1;-1;5;0;-0.18;5.5;0;-0.22;3;0;-0.57;4;0;-0.19;-1;-1;-1;-1;-1;-1;2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00032;100;0;-0.28;27;0;-0.46;26;0;-1.46;26;0;-1.46;25;0;-0.46;25;0;-0.46;-1;-1;-1;-1;-1;-1;24;0;-0.07;20;0;0.04;17.5;0;-0.02;15;0;-0.14;-1;-1;-1;-1;-1;-1;5.9;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;100;0;-0.28;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26;0;-1.46;-1;-1;-1;-1;-1;-1;24;0;-0.07;22;0;0.02;19.5;0;0.08;15;0;-0.14;-1;-1;-1;-1;-1;-1;5.9;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
107_042_00033;100;0;-0.28;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26;0;-1.46;-1;-1;-1;-1;-1;-1;24;0;-0.07;22;0;0.02;19.5;0;0.08;15;0;-0.14;-1;-1;-1;-1;-1;-1;5.9;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00034;100;0;-1.14;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.5;0;-1.14;-1;-1;-1;-1;-1;-1;25;0;0.08;22;0;0.05;19.5;0;0.02;18.5;0;0.01;-1;-1;-1;-1;-1;-1;8;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00035;100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23;0;-1;-1;-1;-1;-1;-1;-1;7;0;-0.28;5;0;-0.2;2.5;0;-1.007;3.5;0;-0.11;-1;-1;-1;-1;-1;-1;1.7;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;100;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23;0;-1;-1;-1;-1;-1;-1;-1;6;0;-0.23;5;0;-0.2;2.5;0;-1.007;3.5;0;-0.11;-1;-1;-1;-1;-1;-1;1.7;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
107_042_00036;100;0;-1.26;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11;0;-1.06;-1;-1;-1;-1;-1;-1;6;0;-0.2;7;0;-0.35;4.5;0;-0.31;4.5;0;-0.31;-1;-1;-1;-1;-1;-1;2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00037;100;0;-1.18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;52;0;-1.14;-1;-1;-1;-1;-1;-1;49;0;-0.36;48;0;-0.22;45.5;0;-0.137;7;0;-0.31;-1;-1;-1;-1;-1;-1;1.3;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00038;100;0;-1.03;18.959;0;-1.021;18.257;0;-2;17.257;0;-2;16.19;0;-0.828;16;0;-0.6;-1;-1;-1;-1;-1;-1;13;0;-0.3;12;0;-0.24;9.5;0;-0.235;8.5;0;-0.33;-1;-1;-1;-1;-1;-1;3;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;100;0;-1.03;19.146;0;-0.826;18.257;0;-2;17.257;0;-2;16.19;0;-0.828;16.19;0;-0.828;-1;-1;-1;-1;-1;-1;15.5;0;-0.4;15;0;-0.31;12.5;0;-0.27;8.5;0;-0.33;-1;-1;-1;-1;-1;-1;3;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3
107_042_00039;100;0;-1.66;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19;0;-1.887;-1;-1;-1;-1;-1;-1;16;0;-0.31;12;0;-0.24;9.5;0;-0.215;8.5;0;-0.25;-1;-1;-1;-1;-1;-1;1.7;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;100;0;-1.66;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19;0;-1.887;-1;-1;-1;-1;-1;-1;16;0;-0.31;15;0;-0.28;12.5;0;-0.24;9;0;-0.2;-1;-1;-1;-1;-1;-1;1.7;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3
107_042_00042;100;0;-0.73;29.524;0;-1.056;28.324;0;-2.3;26.175;0;-2.17;25.31;0;-1.27;23;0;-0.84;-1;-1;-1;-1;-1;-1;20;0;-0.24;16.5;0;-0.37;14;0;-0.49;16.5;0;-0.37;-1;-1;-1;-1;-1;-1;7.3;0;-2.6;-1;-1;-1;-1;-1;-1;0;0;-2.6;100;0;-0.73;29.524;0;-1.056;28.324;0;-2.3;26.3;0;-2.3;25;0;-0.97;24;0;-0.86;-1;-1;-1;-1;-1;-1;20;0;-0.24;19;0;-0.19;16.5;0;-0.37;18;0;-0.15;-1;-1;-1;-1;-1;-1;7.3;0;-2.6;-1;-1;-1;-1;-1;-1;0;0;-2.6
107_042_00044;100;0;-1.23;41;0;-1.45;40.5;0;-1.67;39;0;-1.67;38;0;-1.25;37;0;-1.03;30;0;-0.38;23;0;-0.69;19;0;-0.09;13.5;0;-0.12;11;0;-0.175;4.5;0;-0.4;-1;-1;-1;-1;-1;-1;2;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;100;0;-1.23;41;0;-1.45;40.5;0;-1.67;39;0;-1.67;38;0;-1.25;37;0;-1.03;-1;-1;-1;-1;-1;-1;22;0;-0.32;20;0;-0.14;17.5;0;-0.098;5;0;-0.23;-1;-1;-1;-1;-1;-1;2;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3
107_042_00045;100;0;-1.77;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22;0;-1.63;-1;-1;-1;-1;-1;-1;15;0;-0.65;9;0;-0.5;6.5;0;-0.43;4;0;-0.33;-1;-1;-1;-1;-1;-1;1.7;0;-2.6;-1;-1;-1;-1;-1;-1;0;0;-2.6;100;0;-1.77;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27;0;-1.77;-1;-1;-1;-1;-1;-1;7;0;-0.47;6.5;0;-0.43;4;0;-0.33;4;0;-0.33;-1;-1;-1;-1;-1;-1;1.7;0;-2.6;-1;-1;-1;-1;-1;-1;0;0;-2.6
107_042_00046;100;0;-2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17;0;-2;-1;-1;-1;-1;-1;-1;14;0;-1.08;9;0;-0.64;6.5;0;-0.33;5;0;-0.21;-1;-1;-1;-1;-1;-1;1.7;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00047;100;0;-2.03;33;0;-1.8;32;0;-2.8;32;0;-2.8;31;0;-1.8;30;0;-1.21;-1;-1;-1;-1;-1;-1;25;0;-0.4;21;0;-0.29;18.5;0;-0.392;18.5;0;-0.392;-1;-1;-1;-1;-1;-1;16;0;-0.6;-1;-1;-1;-1;-1;-1;0;0;-1.35;100;0;-2.03;33;0;-1.8;32;0;-2.8;32;0;-2.8;31;0;-1.8;31;0;-1.8;-1;-1;-1;-1;-1;-1;25;0;-0.4;21;0;-0.29;18.5;0;-0.392;19;0;-0.35;-1;-1;-1;-1;-1;-1;2;0;-1.26;-1;-1;-1;-1;-1;-1;0;0;-1.35
107_042_00048;100;0;-2.03;32.67;0;-2.1;32;0;-2.8;32;0;-2.8;31.304;0;-2.1;31;0;-1.8;-1;-1;-1;-1;-1;-1;25;0;-0.4;19;0;-0.35;16.5;0;-0.558;19;0;-0.35;15;0;-0.89;8;0;-0.72;2;0;-1.26;-1;-1;-1;-1;-1;-1;0;0;-1.35;100;0;-2.03;33;0;-1.8;32;0;-2.8;32;0;-2.8;31;0;-1.8;31;0;-1.8;-1;-1;-1;-1;-1;-1;25;0;-0.4;21;0;-0.29;18.5;0;-0.392;19;0;-0.35;-1;-1;-1;-1;-1;-1;2;0;-1.26;-1;-1;-1;-1;-1;-1;0;0;-1.35
107_042_00049;100;0;-1.55;28.8;0;-1.5;27.8;0;-2.5;27.5;0;-2.5;26.5;0;-1.55;26;0;-1.28;-1;-1;-1;-1;-1;-1;24;0;-0.28;22.5;0;0.03;20;0;0.12;17;0;0.06;-1;-1;-1;-1;-1;-1;6.8;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00050;100;0;-1.21;25.897;0;-1.306;24.1;0;-2.699;23.6;0;-2.7;21.6;0;-1.2;21;0;-0.96;-1;-1;-1;-1;-1;-1;18.5;0;-0.37;19.5;0;-0.69;17;0;-0.46;17;0;-0.46;-1;-1;-1;-1;-1;-1;7.9;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107_042_00051;102;0;-1.55;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13;0;-1.46;-1;-1;-1;-1;-1;-1;8.5;0;-0.38;9;0;-0.55;6.5;0;-0.38;7;0;-0.25;-1;-1;-1;-1;-1;-1;2.5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126_042_00005;60;0;-1.83;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;0;-1.71;-1;-1;-1;-1;-1;-1;16.5;0;-0.38;16;0;-0.22;13.5;0;-0.45;14;0;-0.41;-1;-1;-1;-1;-1;-1;11.8;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126_042_00008;65.067;0;-1.75;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.067;0;-1.55;-1;-1;-1;-1;-1;-1;14.567;0;-0.07;14.067;0;0.03;11.567;0;-0.59;13.067;0;0.02;11.567;0;-0.59;9.567;0;-0.6;5.985;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;65.067;0;-1.75;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.067;0;-1.55;-1;-1;-1;-1;-1;-1;14.567;0;-0.07;14.067;0;0.03;11.567;0;-0.59;13.067;0;0.02;-1;-1;-1;-1;-1;-1;5.985;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
126_042_00009;37.567;0;-3.6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;21.567;0;-3.6;18.567;0;-1.68;17.567;0;-1.68;13.067;0;-0.24;12.067;0;-0.02;9.567;0;-0.6;11.067;0;-0.17;10.067;0;-0.57;9.567;0;-0.6;5.985;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;37.567;0;-3.6;21.567;0;-3.6;21.567;0;-3.6;21.567;0;-3.6;20.067;0;-2.03;17.567;0;-1.68;-1;-1;-1;-1;-1;-1;12.567;0;-0.11;12.067;0;-0.02;9.567;0;-0.6;11.067;0;-0.17;-1;-1;-1;-1;-1;-1;5.985;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
126_042_00010;44.077;0;-1.43;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41.577;0;-1.44;-1;-1;-1;-1;-1;-1;31.077;0;-0.28;20.577;0;-0.26;18.077;0;-0.31;12.077;0;-0.14;-1;-1;-1;-1;-1;-1;5.985;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;44.077;0;-1.43;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.577;0;-1.22;-1;-1;-1;-1;-1;-1;31.577;0;-0.33;28.577;0;-0.26;26.077;0;-0.31;12.077;0;-0.14;-1;-1;-1;-1;-1;-1;5.985;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
126_042_00011;35;0;-1.4;23;0;-1.93;21.782;0;-3.5;21.376;0;-3.5;20.5;0;-1.91;20.5;0;-1.91;20;0;-1.39;19.5;0;-1.39;18;0;-0.44;16;0;-0.37;13.5;0;-0.32;13;0;-0.4;-1;-1;-1;-1;-1;-1;10.7;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;35;0;-1.4;23.5;0;-1.73;21.782;0;-3.5;21.376;0;-3.5;20;0;-1.39;19.5;0;-1.39;-1;-1;-1;-1;-1;-1;18;0;-0.44;17.5;0;-0.4;15;0;-0.37;13;0;-0.4;-1;-1;-1;-1;-1;-1;10.7;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
126_042_00012;90.534;0;-3.6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.034;0;-1.54;-1;-1;-1;-1;-1;-1;14.534;0;-0.14;14.034;0;-0.13;11.534;0;-0.91;12.534;0;-0.29;-1;-1;-1;-1;-1;-1;8.244;0;-2.074;-1;-1;-1;-1;-1;-1;0;0;-1.2;90.534;0;-3.6;83.034;0;-3.6;83.034;0;-3.6;83.034;0;-3.6;80.534;0;-2.04;20.534;0;-1.7;-1;-1;-1;-1;-1;-1;15.034;0;-0.26;14.534;0;-0.14;12.034;0;-0.61;12.534;0;-0.29;-1;-1;-1;-1;-1;-1;9.024;0;-1.846;-1;-1;-1;-1;-1;-1;0;0;-2.05
126_042_00013;42.076;0;-1.926;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26.076;0;-1.92;21.076;0;-0.46;20.576;0;-0.46;19.076;0;-0.1;18.076;0;-0.04;15.576;0;-0.6;16.576;0;-0.16;14.891;0;-1.422;12.388;0;-1.535;11.387;0;-2.264;-1;-1;-1;-1;-1;-1;0;0;-1.2;42.076;0;-1.926;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26.076;0;-1.92;-1;-1;-1;-1;-1;-1;19.576;0;-0.19;19.076;0;-0.1;16.576;0;-0.16;16.576;0;-0.16;-1;-1;-1;-1;-1;-1;11.887;0;-2.135;-1;-1;-1;-1;-1;-1;0;0;-1.571
126_042_00014;44.324;0;-1.919;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.324;0;-1.92;24.824;0;-1.03;24.324;0;-0.98;21.824;0;-0.19;20.824;0;-0.12;18.324;0;-0.35;18.324;0;-0.35;17.623;0;-1.376;15.97;0;-1.419;13.574;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;44.324;0;-1.919;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.324;0;-1.92;-1;-1;-1;-1;-1;-1;21.324;0;-0.1;20.824;0;-0.12;18.324;0;-0.35;18.824;0;-0.16;-1;-1;-1;-1;-1;-1;17.623;0;-1.376;-1;-1;-1;-1;-1;-1;0;0;-2.3
126_042_00015;55.022;0;-1.48;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.022;0;-1.37;-1;-1;-1;-1;-1;-1;13.522;0;-0.09;12.522;0;-0.1;10.022;0;-1.302;12.022;0;-0.1;10.022;0;-1.302;9.127;0;-1.481;6.272;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;55.022;0;-1.48;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.022;0;-1.37;-1;-1;-1;-1;-1;-1;14.022;0;-0.15;13.522;0;-0.09;11.022;0;-0.42;12.022;0;-0.1;-1;-1;-1;-1;-1;-1;6.272;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3
126_042_00016;63.5;0;-2.02;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.5;0;-1.47;-1;-1;-1;-1;-1;-1;14;0;-0.11;12.5;0;-0.11;10;0;-0.6;11.5;0;-0.25;-1;-1;-1;-1;-1;-1;10.5;0;-0.36;-1;-1;-1;-1;-1;-1;0;0;-0.6;63.5;0;-2.02;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.5;0;-1.47;-1;-1;-1;-1;-1;-1;14;0;-0.11;13.5;0;-0.09;11;0;-0.32;11;0;-0.32;-1;-1;-1;-1;-1;-1;8.2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-0.6
126_042_00017;49.794;0;-3.45;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32.594;0;-3.45;31.294;0;-2.18;27.794;0;-1.96;20.794;0;-0.44;19.794;0;-0.03;17.294;0;-0.37;17.294;0;-0.37;-1;-1;-1;-1;-1;-1;11.142;0;-2.925;-1;-1;-1;-1;-1;-1;0;0;-1.2;49.794;0;-3.45;32.594;0;-3.45;32.594;0;-3.45;32.594;0;-3.45;31.294;0;-2.18;27.794;0;-1.96;-1;-1;-1;-1;-1;-1;20.294;0;-0.36;19.794;0;-0.03;17.294;0;-0.37;17.794;0;-0.31;-1;-1;-1;-1;-1;-1;11.142;0;-2.925;-1;-1;-1;-1;-1;-1;0;0;-2.676
126_042_00018;37.086;0;-1.981;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.586;0;-2;-1;-1;-1;-1;-1;-1;15.086;0;-0.34;13.586;0;-0.12;11.086;0;-0.4;11.086;0;-0.4;-1;-1;-1;-1;-1;-1;8.372;0;-1.924;-1;-1;-1;-1;-1;-1;0;0;-1.2;37.086;0;-1.981;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.586;0;-2;-1;-1;-1;-1;-1;-1;15.086;0;-0.34;14.586;0;-0.25;12.086;0;-0.38;11.086;0;-0.4;-1;-1;-1;-1;-1;-1;8.372;0;-1.924;-1;-1;-1;-1;-1;-1;0;0;-1.656
126_042_00019;37.964;0;-2.046;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22.464;0;-2.04;-1;-1;-1;-1;-1;-1;12.964;0;-0.21;11.964;0;-0.16;9.464;0;-0.55;10.464;0;-0.32;-1;-1;-1;-1;-1;-1;8.722;0;-1.875;-1;-1;-1;-1;-1;-1;0;0;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126_042_00020;40;0;-1.898;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26;0;-1.87;-1;-1;-1;-1;-1;-1;19;0;-0.33;18.5;0;-0.22;16;0;-0.57;16.5;0;-0.46;-1;-1;-1;-1;-1;-1;14.2;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126_042_00021;41.24;0;-3.45;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.54;0;-3.45;27.24;0;-2.16;21.24;0;-2;13.74;0;-0.2;13.24;0;-0.18;10.74;0;-0.56;12.24;0;-0.22;11.74;0;-0.47;11.24;0;-0.43;7.15;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;41.24;0;-3.45;28.54;0;-3.45;28.54;0;-3.45;28.54;0;-3.45;27.24;0;-2.16;20.74;0;-1.87;-1;-1;-1;-1;-1;-1;13.74;0;-0.2;13.24;0;-0.18;10.74;0;-0.56;12.24;0;-0.22;-1;-1;-1;-1;-1;-1;7.15;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
126_042_00022;83.247;0;-1.68;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.747;0;-1.44;27.247;0;-0.98;15.747;0;-0.68;13.247;0;-0.14;12.747;0;-0.11;10.247;0;-0.764;11.747;0;-0.2;-1;-1;-1;-1;-1;-1;7.149;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;83.247;0;-1.68;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15.247;0;-0.63;-1;-1;-1;-1;-1;-1;13.747;0;-0.28;13.247;0;-0.14;10.747;0;-0.54;12.247;0;-0.12;-1;-1;-1;-1;-1;-1;7.149;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
126_042_00023;65.067;0;-1.75;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.067;0;-1.55;-1;-1;-1;-1;-1;-1;14.567;0;-0.07;13.567;0;0.06;11.067;0;-0.65;12.567;0;-0.26;-1;-1;-1;-1;-1;-1;5.985;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;65.067;0;-1.75;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.067;0;-1.55;-1;-1;-1;-1;-1;-1;14.567;0;-0.07;14.067;0;0.03;11.567;0;-0.59;13.067;0;0.02;-1;-1;-1;-1;-1;-1;5.985;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
128_042_00001;80;0;-3.48;66.726;0;-3.841;65.9;0;-4.5;65.2;0;-4.5;64.566;0;-3.851;64.196;0;-3.575;61.532;0;-3.037;50.95;0;-1.88;44.82;0;-0.51;43.232;0;-0.301;40.732;0;-0.24;39.239;0;-0.299;-1;-1;-1;-1;-1;-1;36.179;0;-2.642;-1;-1;-1;-1;-1;-1;0;0;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
