Profielnaam;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174_042_00024;54.47;0;-1.43;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;0;-1.35;-1;-1;-1;-1;-1;-1;29.5;0;-0.11;27;0;-0.26;24.5;0;-0.25;23.5;0;-0.17;-1;-1;-1;-1;-1;-1;11.75;0;-3.4;-1;-1;-1;-1;-1;-1;0;0;-3.4;54.47;0;-1.43;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;0;-1.35;-1;-1;-1;-1;-1;-1;30.5;0;-0.21;30;0;-0.13;27.5;0;-0.21;22;0;-0.45;-1;-1;-1;-1;-1;-1;11.75;0;-3.4;-1;-1;-1;-1;-1;-1;0;0;-3.4
174_042_00025;56;0;-1.83;43.56;0;-1.662;42.514;0;-2.73;41.514;0;-2.73;40;0;-1.76;39.5;0;-1.76;33.5;0;-0.93;33;0;-0.96;31;0;-0.23;30.5;0;-0.17;28;0;-0.29;29;0;-0.19;-1;-1;-1;-1;-1;-1;5.696;0;-1.64;-1;-1;-1;-1;-1;-1;0;0;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174_042_00026;44.5;0;-1.74;37.94;0;-2.05;37.31;0;-2.73;36.31;0;-2.73;35.63;0;-2.05;35.5;0;-1.92;32.5;0;-1.25;30;0;-1.24;27.5;0;-0.27;25.5;0;-0.1;23;0;-0.15;23;0;-0.15;-1;-1;-1;-1;-1;-1;22.5;0;-0.54;-1;-1;-1;-1;-1;-1;0;0;-1.5;44.5;0;-1.74;38.05;0;-1.93;37.31;0;-2.73;36.31;0;-2.73;35.5;0;-1.92;30;0;-1.24;-1;-1;-1;-1;-1;-1;26.5;0;-0.09;26;0;-0.09;23.5;0;-0.14;23;0;-0.15;-1;-1;-1;-1;-1;-1;22.5;0;-0.54;-1;-1;-1;-1;-1;-1;0;0;-1.5
174_042_00027;52;0;-1.7;36.27;0;-1.7;35.22;0;-2.73;34.22;0;-2.73;33;0;-1.64;31.397;0;-1.484;-1;-1;-1;-1;-1;-1;23.5;0;-0.28;23;0;-0.24;20.5;0;-0.15;17.5;0;-0.29;-1;-1;-1;-1;-1;-1;17;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-2.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174_042_00028;44.5;0;-1.61;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;31;0;-1.33;-1;-1;-1;-1;-1;-1;23.5;0;-0.12;23;0;-0.04;20.5;0;-0.23;21;0;-0.11;-1;-1;-1;-1;-1;-1;19.5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174_042_00029;28;0;-1.67;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17.5;0;-1.58;15.5;0;-0.87;15;0;-0.82;11.5;0;-0.09;10.5;0;-0.02;8;0;-1.622;10;0;-0.07;-1;-1;-1;-1;-1;-1;9;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.8;28;0;-1.67;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17.5;0;-1.58;-1;-1;-1;-1;-1;-1;11.5;0;-0.09;11;0;-0.03;8.5;0;-1.611;10;0;-0.07;-1;-1;-1;-1;-1;-1;9;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.8
174_042_00030;24.38;0;-1.895;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15;0;-1.76;11.5;0;-0.95;11;0;-0.87;10.5;0;-0.43;9.5;0;-0.17;7;0;-0.6;7.5;0;-0.42;-1;-1;-1;-1;-1;-1;5.8;0;-1.29;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174_042_00031;24.38;0;-1.895;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;14;0;-1.7;11.5;0;-0.95;11;0;-0.87;9.5;0;-0.17;9;0;-0.12;6.5;0;-0.7;8.5;0;-0.13;-1;-1;-1;-1;-1;-1;2.9;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174_042_00032;24.38;0;-1.895;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16;0;-1.79;-1;-1;-1;-1;-1;-1;9.5;0;-0.17;9;0;-0.12;6.5;0;-0.7;8;0;-0.23;-1;-1;-1;-1;-1;-1;2.9;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181_042_00001;65.096;0;-5.93;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;34.356;0;-3.26;-1;-1;-1;-1;-1;-1;21.896;0;-0.18;20.326;0;-0.1;17.826;0;-0.098;16.466;0;-0.25;-1;-1;-1;-1;-1;-1;15.374;0;-0.765;-1;-1;-1;-1;-1;-1;0;0;-1.2;65.096;0;-5.93;56.786;0;-5.93;56.786;0;-5.93;56.336;0;-5.92;54.066;0;-3.95;34.356;0;-3.26;-1;-1;-1;-1;-1;-1;21.896;0;-0.18;20.326;0;-0.1;17.826;0;-0.098;16.466;0;-0.25;-1;-1;-1;-1;-1;-1;11.985;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-0.05
181_042_00003;100;0;-6.12;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;82;0;-6.12;70.87;0;-2.99;52.94;0;-2.78;45.95;0;0.1;35.99;0;0.12;33.49;0;0.035;20.4;0;-0.6;-1;-1;-1;-1;-1;-1;17.06;0;-2.74;-1;-1;-1;-1;-1;-1;0;0;-2.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181_042_00004;100;0;-6.12;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;82;0;-6.12;70.87;0;-2.99;52.94;0;-2.78;45.95;0;0.1;30.68;0;0.16;28.18;0;0.327;23.97;0;-0.14;-1;-1;-1;-1;-1;-1;17.06;0;-2.74;-1;-1;-1;-1;-1;-1;0;0;-2.74;100;0;-6.12;82;0;-6.12;82;0;-6.12;82;0;-6.12;80.06;0;-4.3;52.94;0;-2.78;-1;-1;-1;-1;-1;-1;45.95;0;0.1;42.61;0;0.12;40.11;0;0.135;23.97;0;-0.14;-1;-1;-1;-1;-1;-1;17.06;0;-2.74;-1;-1;-1;-1;-1;-1;0;0;-2.74
181_042_00005;55.36;0;-3.58;54.374;0;-4.566;52.94;0;-6;51.95;0;-6;50.552;0;-4.602;48.73;0;-2.78;-1;-1;-1;-1;-1;-1;18.8;0;0;15.84;0;-0.17;13.34;0;-0.107;9.92;0;-0.02;-1;-1;-1;-1;-1;-1;8.03;0;-0.6;-1;-1;-1;-1;-1;-1;0;0;-0.6;55.36;0;-3.58;54.374;0;-4.566;52.94;0;-6;51.95;0;-6;48.73;0;-2.78;48.73;0;-2.78;-1;-1;-1;-1;-1;-1;18.8;0;0;18.8;0;0;16.3;0;-0.144;9.27;0;-0.06;-1;-1;-1;-1;-1;-1;6.41;0;-1.14;-1;-1;-1;-1;-1;-1;0;0;-0.6
181_042_00009;140.27;0;-4.23;133.1;0;-4.48;129.36;0;-5.98;102.81;0;-6.08;102.01;0;-5.05;79.622;0;-4.16;-1;-1;-1;-1;-1;-1;50;0;-0.16;45.74;0;-0.01;43.24;0;0.03;26.93;0;0.24;-1;-1;-1;-1;-1;-1;17.045;0;-2.74;-1;-1;-1;-1;-1;-1;0;0;-2.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181_042_00010;140.27;0;-4.23;130.87;0;-4.87;129.35;0;-6.21;102.83;0;-6.16;102.01;0;-5.05;79.622;0;-4.16;-1;-1;-1;-1;-1;-1;50;0;-0.16;45.74;0;-0.01;43.24;0;0.03;26.93;0;0.24;-1;-1;-1;-1;-1;-1;17.045;0;-2.74;-1;-1;-1;-1;-1;-1;0;0;-2.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181_042_00011;138.092;0;-4.23;130.87;0;-4.87;129.36;0;-5.98;102.83;0;-6.16;102.01;0;-5.05;74.046;0;-3.752;50;0;-0.16;34.19;0;0.15;33.06;0;0.83;33.06;0;0.83;30.56;0;0.28;26.93;0;0.24;-1;-1;-1;-1;-1;-1;20;0;-0.77;-1;-1;-1;-1;-1;-1;0;0;-2;138.092;0;-4.23;129.99;0;-5.09;129.35;0;-6.21;102.81;0;-6.08;102.01;0;-5.05;79.6;0;-4.16;-1;-1;-1;-1;-1;-1;48.22;0;-0.06;45.74;0;-0.01;43.24;0;0.03;21.8;0;-0.17;-1;-1;-1;-1;-1;-1;20;0;-0.77;-1;-1;-1;-1;-1;-1;0;0;-2
181_042_00012;138.092;0;-4.23;130.87;0;-4.87;129.36;0;-5.98;102.83;0;-6.16;102.01;0;-5.05;74.046;0;-3.752;50;0;-0.16;34.19;0;0.15;33.06;0;0.83;33.06;0;0.83;30.56;0;0.28;26.93;0;0.24;-1;-1;-1;-1;-1;-1;20;0;-0.77;-1;-1;-1;-1;-1;-1;0;0;-2;138.092;0;-4.23;129.99;0;-5.09;129.35;0;-6.21;102.81;0;-6.08;102.01;0;-5.05;79.6;0;-4.16;-1;-1;-1;-1;-1;-1;48.22;0;-0.06;45.74;0;-0.01;43.24;0;0.03;21.8;0;-0.17;-1;-1;-1;-1;-1;-1;20;0;-0.77;-1;-1;-1;-1;-1;-1;0;0;-2
181_042_00013;138.092;0;-4.23;129.99;0;-5.09;129.35;0;-6.21;102.81;0;-6.08;102.01;0;-5.05;79.6;0;-4.16;-1;-1;-1;-1;-1;-1;48.22;0;-0.06;45.74;0;-0.01;43.24;0;0.03;21.8;0;-1.2;-1;-1;-1;-1;-1;-1;20;0;-0.77;-1;-1;-1;-1;-1;-1;0;0;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181_042_00014;64.621;0;-6;54.061;0;-6;54.061;0;-6;54.061;0;-6;51.796;0;-4.749;51.796;0;-4.749;-1;-1;-1;-1;-1;-1;24.311;0;-0.06;24.311;0;-0.06;21.811;0;-0.052;15.341;0;0.02;-1;-1;-1;-1;-1;-1;15.277;0;-1.01;-1;-1;-1;-1;-1;-1;0;0;-0.23;64.621;0;-6;54.061;0;-6;54.061;0;-6;54.061;0;-6;51.796;0;-4.749;51.796;0;-4.749;-1;-1;-1;-1;-1;-1;24.311;0;-0.06;24.311;0;-0.06;21.811;0;-0.052;15.341;0;0.02;-1;-1;-1;-1;-1;-1;15.277;0;-1.01;-1;-1;-1;-1;-1;-1;0;0;-0.23
181_042_00015;96.631;0;-3.58;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;47.855;0;-2.36;-1;-1;-1;-1;-1;-1;34.225;0;-0.34;28.215;0;-0.13;25.715;0;-0.119;17.915;0;-0.31;-1;-1;-1;-1;-1;-1;17.915;0;-0.31;-1;-1;-1;-1;-1;-1;0;0;-1.2;96.631;0;-3.58;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;47.855;0;-2.36;-1;-1;-1;-1;-1;-1;34.225;0;-0.34;34.225;0;-0.34;31.725;0;-0.253;17.915;0;-0.31;-1;-1;-1;-1;-1;-1;13.913;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-0.23
181_042_00016;89.997;0;-6.12;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;80.057;0;-3.64;-1;-1;-1;-1;-1;-1;36.827;0;0.16;32.107;0;0.14;29.607;0;0.085;29.387;0;0.08;25.662;0;-0.89;24.059;0;-1.2;22.277;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.2;89.997;0;-6.12;82.537;0;-6.12;82.537;0;-6.12;82.537;0;-6.12;80.057;0;-3.64;80.057;0;-3.64;-1;-1;-1;-1;-1;-1;36.827;0;0.16;36.827;0;0.16;34.327;0;0.149;29.387;0;0.08;-1;-1;-1;-1;-1;-1;22.277;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-0.6
181_042_00017;55.908;0;-4.38;48.898;0;-4.95;48.778;0;-5.38;47.908;0;-5.17;47.598;0;-4.94;46.068;0;-4.47;36.367;0;-3.508;34.138;0;-3.2;25.428;0;-0.26;23.468;0;-0.03;20.968;0;0;17.588;0;-0.05;-1;-1;-1;-1;-1;-1;14.643;0;-1.51;-1;-1;-1;-1;-1;-1;0;0;-1.2;55.908;0;-4.38;49.698;0;-4.58;48.778;0;-5.38;47.908;0;-5.17;46.068;0;-4.47;39.488;0;-3.94;-1;-1;-1;-1;-1;-1;24.468;0;-0.1;23.468;0;-0.03;20.968;0;0;17.588;0;-0.05;-1;-1;-1;-1;-1;-1;11.763;0;-1.93;-1;-1;-1;-1;-1;-1;0;0;-0.15
181_042_00018;89.695;0;-6.12;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;61.645;0;-3.73;60.305;0;-3.43;59.305;0;-3.38;48.575;0;-0.26;42.265;0;-0.08;39.765;0;-0.39;39.765;0;-0.39;-1;-1;-1;-1;-1;-1;36.047;0;-1.83;-1;-1;-1;-1;-1;-1;0;0;-2.85;89.695;0;-6.12;80.345;0;-6.12;80.345;0;-6.12;80.345;0;-6.12;78.285;0;-4.06;61.645;0;-3.73;-1;-1;-1;-1;-1;-1;47.455;0;-0.06;47.455;0;-0.06;44.955;0;-0.07;41.065;0;-0.16;-1;-1;-1;-1;-1;-1;36.047;0;-1.83;-1;-1;-1;-1;-1;-1;0;0;-2.85
181_042_00019;57.674;0;-6.11;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.544;0;-3.18;-1;-1;-1;-1;-1;-1;18.314;0;-0.17;17.314;0;-0.09;14.814;0;-0.231;14.814;0;-0.231;-1;-1;-1;-1;-1;-1;11.898;0;-1.59;-1;-1;-1;-1;-1;-1;0;0;-1.2;57.674;0;-6.11;50.544;0;-6.11;50.544;0;-6.11;50.544;0;-6.11;48.024;0;-4.15;27.544;0;-3.18;-1;-1;-1;-1;-1;-1;18.314;0;-0.17;17.314;0;-0.09;14.814;0;-0.231;14.924;0;-0.19;-1;-1;-1;-1;-1;-1;10.73;0;-1.88;-1;-1;-1;-1;-1;-1;0;0;0.35
181_042_00020;53.27;0;-3.58;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;43.326;0;-2.61;-1;-1;-1;-1;-1;-1;17.966;0;-0.09;17.966;0;-0.09;15.466;0;-0.231;15.576;0;-0.19;-1;-1;-1;-1;-1;-1;13.768;0;-0.94;-1;-1;-1;-1;-1;-1;0;0;-1.2;53.27;0;-3.58;48.661;0;-3.58;48.661;0;-3.58;44.786;0;-3.58;43.326;0;-2.61;43.326;0;-2.61;-1;-1;-1;-1;-1;-1;17.966;0;-0.09;17.966;0;-0.09;15.466;0;-0.231;15.926;0;-0.09;-1;-1;-1;-1;-1;-1;10.989;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-0.03
181_042_00021;57.674;0;-6.11;50.544;0;-6.11;50.544;0;-6.11;50.544;0;-6.11;48.024;0;-4.15;27.544;0;-3.18;-1;-1;-1;-1;-1;-1;18.314;0;-1.2;17.314;0;-1.2;14.814;0;-1.2;14.814;0;-1.2;-1;-1;-1;-1;-1;-1;10.73;0;-1.88;-1;-1;-1;-1;-1;-1;0;0;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181_042_00022;65.096;0;-5.93;56.786;0;-5.93;56.786;0;-5.93;56.336;0;-5.92;54.066;0;-3.95;34.356;0;-3.26;-1;-1;-1;-1;-1;-1;21.896;0;-1.2;20.326;0;-1.2;17.826;0;-1.2;16.466;0;-1.2;-1;-1;-1;-1;-1;-1;11.985;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189_042_00002;36.72;0;-4.77;36.21;0;-3.97;36.21;0;-3.97;36.21;0;-3.97;36.21;0;-3.97;19.02;0;-2.86;-1;-1;-1;-1;-1;-1;6.85;0;-0.22;6.85;0;-0.22;4.35;0;-0.204;2.52;0;-1.55;-1;-1;-1;-1;-1;-1;2.52;0;-1.55;-1;-1;-1;-1;-1;-1;0;0;-1.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189_042_00003;41.85;0;-4.95;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41.07;0;-4.18;28.76;0;-3.41;22.97;0;-3.19;7.76;0;-0.24;5.46;0;-0.13;2.96;0;-0.814;3.84;0;-0.2;-1;-1;-1;-1;-1;-1;1;0;-1.55;-1;-1;-1;-1;-1;-1;0;0;-1.55;41.85;0;-4.95;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22.97;0;-3.19;-1;-1;-1;-1;-1;-1;7.76;0;-0.24;7.26;0;-0.2;4.76;0;-0.03;3.84;0;-0.2;-1;-1;-1;-1;-1;-1;1;0;-1.55;-1;-1;-1;-1;-1;-1;0;0;-1.55
189_042_00004;36.72;0;-4.77;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.21;0;-3.97;19.02;0;-2.86;15.27;0;-2.49;6.85;0;-0.22;6.03;0;-0.12;3.53;0;-0.235;3.53;0;-0.235;-1;-1;-1;-1;-1;-1;2.52;0;-1.55;-1;-1;-1;-1;-1;-1;0;0;-1.55;36.72;0;-4.77;36.21;0;-3.97;36.21;0;-3.97;36.21;0;-3.97;36.21;0;-3.97;19.02;0;-2.86;-1;-1;-1;-1;-1;-1;6.85;0;-0.22;6.85;0;-0.22;4.35;0;-0.204;2.94;0;-0.35;-1;-1;-1;-1;-1;-1;2.52;0;-1.55;-1;-1;-1;-1;-1;-1;0;0;-1.55
189_042_00005;54.65;0;-3.59;40.779;0;-4.37;39.788;0;-5.5;39.26;0;-5.5;38.384;0;-4.57;37.44;0;-3.77;-1;-1;-1;-1;-1;-1;7.68;0;-0.32;6.88;0;-0.22;4.38;0;-0.471;6.36;0;-0.23;-1;-1;-1;-1;-1;-1;1.14;0;-1.33;-1;-1;-1;-1;-1;-1;0;0;-1.55;54.65;0;-3.59;41.66;0;-3.68;39.788;0;-5.5;39.26;0;-5.5;37.44;0;-3.77;33.73;0;-3.69;-1;-1;-1;-1;-1;-1;7.68;0;-0.32;6.88;0;-0.22;4.38;0;-0.471;6.36;0;-0.23;-1;-1;-1;-1;-1;-1;1.14;0;-1.33;-1;-1;-1;-1;-1;-1;0;0;-1.55
189_042_00006;57.42;0;-3.69;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.42;0;-3.69;-1;-1;-1;-1;-1;-1;20.25;0;-1.3;21.25;0;-1.633;18.75;0;-1.3;18.75;0;-1.3;-1;-1;-1;-1;-1;-1;15.84;0;-2.27;-1;-1;-1;-1;-1;-1;0;0;-2.27;18.75;0;-1.3;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189_042_00007;58.23;0;-3.96;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.23;0;-3.96;-1;-1;-1;-1;-1;-1;20.25;0;-1.3;21.25;0;-1.633;18.75;0;-1.3;18.75;0;-1.3;-1;-1;-1;-1;-1;-1;15.84;0;-2.27;-1;-1;-1;-1;-1;-1;0;0;-2.27;18.75;0;-1.3;291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189_042_00008;50.02;0;-4.09;44.84;0;-4.73;43.61;0;-6.1;42.11;0;-6.1;41;0;-4.78;36.06;0;-4.05;-1;-1;-1;-1;-1;-1;9.72;0;0.03;8.57;0;-0.01;6.07;0;-0.316;7.39;0;-0.01;-1;-1;-1;-1;-1;-1;1.93;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;50.02;0;-4.09;46.65;0;-4.07;43.61;0;-6.1;42.11;0;-6.1;39.26;0;-4.12;31.88;0;-3.78;-1;-1;-1;-1;-1;-1;9.72;0;0.03;9.72;0;0.03;7.22;0;-0.048;7.22;0;-0.048;-1;-1;-1;-1;-1;-1;1.93;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
189_042_00009;50.35;0;-3.51;41.54;0;-4.1;38.96;0;-5.6;37.14;0;-5.6;35.148;0;-4.24;25.26;0;-3.28;-1;-1;-1;-1;-1;-1;9.44;0;-0.21;8.03;0;-0.05;5.53;0;-0.16;5.53;0;-0.16;-1;-1;-1;-1;-1;-1;2.14;0;-1.59;-1;-1;-1;-1;-1;-1;0;0;-1.92;50.35;0;-3.51;43.25;0;-3.67;38.96;0;-5.6;37.14;0;-5.6;33.35;0;-3.79;25.26;0;-3.28;-1;-1;-1;-1;-1;-1;9.44;0;-0.21;8.03;0;-0.05;5.53;0;-0.16;5.88;0;-0.02;-1;-1;-1;-1;-1;-1;2.14;0;-1.59;-1;-1;-1;-1;-1;-1;0;0;-1.92
189_042_00011;42.4;0;-3.33;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15.94;0;-2.18;-1;-1;-1;-1;-1;-1;7.43;0;-0.13;6.48;0;-0.12;3.98;0;-0.072;2.77;0;-0.11;-1;-1;-1;-1;-1;-1;1.52;0;-1.3;-1;-1;-1;-1;-1;-1;0;0;-1.3;42.4;0;-3.33;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19.47;0;-2.59;-1;-1;-1;-1;-1;-1;8.02;0;-0.21;7.43;0;-0.13;4.93;0;-0.09;1.87;0;-0.3;-1;-1;-1;-1;-1;-1;1.52;0;-1.3;-1;-1;-1;-1;-1;-1;0;0;-1.3
189_042_00012;70.73;0;-3.81;53.07;0;-4.301;52.348;0;-5.58;51.609;0;-4.376;50.75;0;-3.56;27.02;0;-2.23;-1;-1;-1;-1;-1;-1;21.4;0;-0.26;17.89;0;-0.12;15.39;0;-0.423;15.81;0;-0.18;-1;-1;-1;-1;-1;-1;12.56;0;-1.83;-1;-1;-1;-1;-1;-1;0;0;-2.4;70.73;0;-3.81;53.45;0;-3.92;52.435;0;-5.58;52.348;0;-5.58;50.75;0;-3.56;27.02;0;-2.23;-1;-1;-1;-1;-1;-1;21.4;0;-0.26;19.78;0;-0.19;17.28;0;-0.099;16.15;0;-0.06;-1;-1;-1;-1;-1;-1;12.56;0;-1.83;-1;-1;-1;-1;-1;-1;0;0;-2.4
189_042_00013;57.075;0;-4.38;39.863;0;-4.1;39.088;0;-5.6;39.088;0;-5.6;37.973;0;-3.94;37.973;0;-3.94;14.763;0;-2.27;13.713;0;-2.23;8.093;0;-0.26;6.473;0;-0.19;3.973;0;-0.099;2.843;0;-0.06;-1;-1;-1;-1;-1;-1;1.015;0;-1.12;-1;-1;-1;-1;-1;-1;0;0;-1.12;57.075;0;-4.38;40.143;0;-3.92;39.088;0;-5.6;39.088;0;-5.6;37.443;0;-3.56;13.713;0;-2.23;-1;-1;-1;-1;-1;-1;8.093;0;-0.26;6.473;0;-0.19;3.973;0;-0.099;2.503;0;-0.18;-1;-1;-1;-1;-1;-1;1.068;0;-1.07;-1;-1;-1;-1;-1;-1;0;0;-1.12
189_042_00014;42.4;0;-3.33;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19.47;0;-2.59;-1;-1;-1;-1;-1;-1;8.02;0;-0.21;7.43;0;-0.13;4.93;0;-0.09;2.77;0;-0.11;-1;-1;-1;-1;-1;-1;1.52;0;-1.3;-1;-1;-1;-1;-1;-1;0;0;-1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189_042_00015;41.953;0;-3.3;41.564;0;-3.3;38.544;0;-5.55;38.137;0;-5.55;34.236;0;-3.094;19.223;0;-2.59;-1;-1;-1;-1;-1;-1;7.183;0;-0.13;7.183;0;-0.13;4.683;0;-0.09;2.523;0;-0.11;-1;-1;-1;-1;-1;-1;0.167;0;-1.78;-1;-1;-1;-1;-1;-1;0;0;-1.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221_042_00002;60;0;-5.39;58.088;0;-5.67;56.48;0;-6.52;56.48;0;-6.52;55;0;-5.8;38.5;0;-5.3;-1;-1;-1;-1;-1;-1;14;0;-1.4;13.5;0;-1.38;11;0;-1.31;5.5;0;-1.47;-1;-1;-1;-1;-1;-1;4.45;0;-2.52;-1;-1;-1;-1;-1;-1;0;0;-2.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221_042_00003;60;0;-5.39;58.088;0;-5.67;56.48;0;-6.52;56.48;0;-6.52;55;0;-5.8;38.5;0;-5.3;-1;-1;-1;-1;-1;-1;14;0;-1.4;13.5;0;-1.38;11;0;-1.31;5.5;0;-1.47;-1;-1;-1;-1;-1;-1;4.45;0;-2.52;-1;-1;-1;-1;-1;-1;0;0;-2.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
