LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts;;;;
215_042_00009;60;0;-0.448;34;0;-0.598;32.278;0;-1.459;30.5;0;-0.351;30.5;0;-0.351;30.5;0;-0.351;-1;-1;-1;-1;-1;-1;29;0;0.09;29;0;0.09;26.5;0;0.142;26;0;0.131;23;0;-0.222;13;0;-0.268;2.33;0;-2.34;-1;-1;-1;-1;-1;-1;2.33;0;-2.34;;;;
215_042_00011;60;0;-0.448;34;0;-0.598;32.278;0;-1.459;32.278;0;-1.459;30;0;-0.021;30;0;-0.021;-1;-1;-1;-1;-1;-1;28;0;0.164;28;0;0.164;25.5;0;0.12;24.5;0;0.063;23;0;-0.222;12.5;0;-0.306;2.33;0;-2.34;-1;-1;-1;-1;-1;-1;2.33;0;-2.34;;;;
215_042_00012;46.77;0;-3.22;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38.796;0;-3.22;-1;-1;-1;-1;-1;-1;28.5;0;0.309;23;0;0.442;20.5;0;0.398;19.5;0;0.289;-1;-1;-1;-1;-1;-1;3.453;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
217_042_00001;65;0;-3.42;51.34;0;-3.42;51.34;0;-3.42;51.34;0;-3.42;48.697;0;-2.1;48.697;0;-2.1;-1;-1;-1;-1;-1;-1;41;0;-0.11;40.5;0;-0.06;38;0;-0.02;32.5;0;-0.1;-1;-1;-1;-1;-1;-1;29.23;0;-1.24;-1;-1;-1;-1;-1;-1;0;0;-1.24;;;;
217_042_00002;65;0;-3.42;51.34;0;-3.42;51.34;0;-3.42;51.34;0;-3.42;47.5;0;-1.5;47.5;0;-1.5;-1;-1;-1;-1;-1;-1;41;0;-0.11;40.5;0;-0.06;38;0;-0.02;34;0;-0.02;-1;-1;-1;-1;-1;-1;29.23;0;-1.24;-1;-1;-1;-1;-1;-1;0;0;-1.24;;;;
219_042_00001;41.361;0;-1.678;38.361;0;-1.865;35.251;0;-3.42;27.34;0;-3.42;24.368;0;-1.934;24.368;0;-1.934;-1;-1;-1;-1;-1;-1;16.861;0;-0.112;16.361;0;-0.124;13.861;0;-0.049;13.861;0;-0.049;-1;-1;-1;-1;-1;-1;13.361;0;-1.64;-1;-1;-1;-1;-1;-1;0;0;-1.64;;;;
229_042_00001;77.937;0;-1.78;73.837;0;-1.73;71.237;0;-3.03;70.257;0;-3.03;68.437;0;-2.12;68.437;0;-2.12;-1;-1;-1;-1;-1;-1;64.937;0;0.18;64.437;0;0.18;61.937;0;0.3;59.937;0;0.15;-1;-1;-1;-1;-1;-1;48.437;0;-3.8;-1;-1;-1;-1;-1;-1;0;0;-3.8;;;;
230_042_00001;40.18;0;-3.67;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35.81;0;-3.67;-1;-1;-1;-1;-1;-1;28.31;0;-0.27;27.81;0;-0.37;25.31;0;-0.24;22.81;0;0.01;-1;-1;-1;-1;-1;-1;18.46;0;-1.84;-1;-1;-1;-1;-1;-1;0;0;-1.84;;;;
231_042_00001;35.81;0;-0.87;34.86;0;-0.87;29.01;0;-2.82;28.24;0;-2.82;22.81;0;-0.67;22.31;0;-0.64;-1;-1;-1;-1;-1;-1;20.81;0;0.03;20.31;0;0.05;17.81;0;-0.39;18.81;0;0.07;-1;-1;-1;-1;-1;-1;13.31;0;-1.84;-1;-1;-1;-1;-1;-1;0;0;-1.84;;;;
231_042_00002;35.81;0;-0.87;34.86;0;-0.87;29.01;0;-2.82;28.24;0;-2.82;22.81;0;-0.67;22.31;0;-0.64;-1;-1;-1;-1;-1;-1;20.81;0;0.03;20.81;0;0.03;18.31;0;-0.12;18.81;0;0.07;-1;-1;-1;-1;-1;-1;13.31;0;-1.84;-1;-1;-1;-1;-1;-1;0;0;-1.84;;;;
231_042_00019;35.81;0;-0.87;34.86;0;-0.87;29.01;0;-2.82;28.24;0;-2.82;22.81;0;-0.67;22.31;0;-0.64;-1;-1;-1;-1;-1;-1;20.81;0;0.03;20.31;0;0.05;17.81;0;-0.39;18.81;0;0.07;-1;-1;-1;-1;-1;-1;13.31;0;-1.84;-1;-1;-1;-1;-1;-1;0;0;-1.84;;;;
231_042_00022;232.73;0;-1.01;229.24;0;-1.09;224.05;0;-2.82;223.01;0;-2.82;220.23;0;-1.76;220.23;0;-1.76;218.73;0;-1.43;213.73;0;-1.14;211.23;0;-0.44;211.23;0;-0.44;208.73;0;-0.45;210.23;0;-0.15;-1;-1;-1;-1;-1;-1;158.05;0;-8.5;-1;-1;-1;-1;-1;-1;23.17;0;-26.45;;;;
231_042_00023;232.73;0;-1.01;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;220.23;0;-1.76;-1;-1;-1;-1;-1;-1;211.73;0;-0.57;211.23;0;-0.44;208.73;0;-0.45;209.23;0;-0.22;-1;-1;-1;-1;-1;-1;23.17;0;-26.45;-1;-1;-1;-1;-1;-1;23.17;0;-26.45;;;;
233_042_00015;53;0;-0.6;49.22;0;-0.69;45.36;0;-2.62;44.22;0;-2.62;40;0;-0.3;39.5;0;-0.3;-1;-1;-1;-1;-1;-1;38;0;0.16;37.5;0;0.17;35;0;0.18;33.5;0;0.19;-1;-1;-1;-1;-1;-1;27.284;0;-2.102;-1;-1;-1;-1;-1;-1;0;0;-3.602;;;;
233_042_00016;49;0;-1.36;43.25;0;-1.86;41.93;0;-2.52;41.3;0;-2.52;39.52;0;-1.693;39.52;0;-1.693;-1;-1;-1;-1;-1;-1;36;0;0.2;35;0;0.28;32.5;0;0.33;31;0;0.38;-1;-1;-1;-1;-1;-1;20.775;0;-3.84;-1;-1;-1;-1;-1;-1;0;0;-3.84;;;;
233_042_00019;252.12;0;-1.04;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;246.67;0;-2.52;-1;-1;-1;-1;-1;-1;238.05;0;-0.43;237.55;0;-0.23;235.05;0;-0.16;223.05;0;-0.31;-1;-1;-1;-1;-1;-1;185.5;0;-6.927;-1;-1;-1;-1;-1;-1;0;0;-10;;;;
233_042_00020;252.12;0;-1.04;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;247.68;0;-2.52;-1;-1;-1;-1;-1;-1;237.55;0;-0.23;236.55;0;-0.15;234.05;0;-0.16;225.05;0;-0.22;-1;-1;-1;-1;-1;-1;185;0;-7.5;-1;-1;-1;-1;-1;-1;0;0;-10;;;;
233_042_00023;75;0;-0.83;51.875;0;-1.995;49.98;0;-2.62;48.94;0;-2.62;46;0;-1.64;45.5;0;-1.33;-1;-1;-1;-1;-1;-1;44;0;-0.5;38;0;-0.41;35.5;0;-0.528;38.5;0;-0.27;-1;-1;-1;-1;-1;-1;24.299;0;-3.161;-1;-1;-1;-1;-1;-1;0;0;-3.694;;;;
234_042_00004;32.82;0;-3.17;27.85;0;-3.17;27.85;0;-3.17;27.85;0;-3.17;22.82;0;-1.59;22.32;0;-1.59;-1;-1;-1;-1;-1;-1;11.32;0;-0.05;11.32;0;-0.05;8.82;0;-0.35;10.32;0;0.01;-1;-1;-1;-1;-1;-1;6.34;0;-1.29;-1;-1;-1;-1;-1;-1;0;0;-1.29;;;;
234_042_00008;32.82;0;-3.17;27.85;0;-3.17;27.85;0;-3.17;27.85;0;-3.17;22.82;0;-1.59;22.32;0;-1.59;-1;-1;-1;-1;-1;-1;11.32;0;-0.05;10.82;0;-0.04;8.32;0;-0.37;10.32;0;0.01;-1;-1;-1;-1;-1;-1;6.34;0;-1.29;-1;-1;-1;-1;-1;-1;0;0;-1.29;;;;
236_042_00001;40;0;-1.971;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.15;0;-1.971;-1;-1;-1;-1;-1;-1;13;0;-0.24;12.5;0;-0.22;10;0;-0.972;11.5;0;-0.23;-1;-1;-1;-1;-1;-1;7.877;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;
236_042_00005;40;0;-1.971;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.15;0;-1.971;-1;-1;-1;-1;-1;-1;13;0;-0.24;12.5;0;-0.22;10;0;-0.972;11.5;0;-0.23;-1;-1;-1;-1;-1;-1;7.877;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;
236_042_00006;40;0;-1.971;18.15;0;-1.971;18.15;0;-1.971;18.15;0;-1.971;16.968;0;-1.41;16.968;0;-1.41;-1;-1;-1;-1;-1;-1;13.5;0;-0.29;13;0;-0.24;10.5;0;-0.776;11.5;0;-0.23;-1;-1;-1;-1;-1;-1;7.877;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;
236_042_00007;40;0;-1.971;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.15;0;-1.971;-1;-1;-1;-1;-1;-1;13;0;-0.24;13;0;-0.24;10.5;0;-0.776;11.5;0;-0.23;-1;-1;-1;-1;-1;-1;7.877;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;
236_042_00008;31.926;0;-2.07;26.357;0;-2.07;26.357;0;-2.07;26.357;0;-2.07;24;0;-0.73;23.5;0;-0.73;-1;-1;-1;-1;-1;-1;22.5;0;-0.29;22;0;-0.29;19.5;0;-0.33;16.5;0;-0.31;-1;-1;-1;-1;-1;-1;10.997;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
236_042_00009;31.926;0;-2.07;26.357;0;-2.07;26.357;0;-2.07;26.357;0;-2.07;24;0;-0.73;23.5;0;-0.73;-1;-1;-1;-1;-1;-1;22.5;0;-0.29;22;0;-0.29;19.5;0;-0.33;16.5;0;-0.31;-1;-1;-1;-1;-1;-1;10.997;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
236_042_00010;31.926;0;-2.07;26.357;0;-2.07;26.357;0;-2.07;26.357;0;-2.07;24;0;-0.73;23.5;0;-0.73;-1;-1;-1;-1;-1;-1;22.5;0;-0.29;22;0;-0.29;19.5;0;-0.33;16.5;0;-0.31;-1;-1;-1;-1;-1;-1;10.997;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
236_042_00014;40;0;-1.971;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.15;0;-1.971;-1;-1;-1;-1;-1;-1;13;0;-0.24;13;0;-0.24;10.5;0;-0.776;11.5;0;-0.23;-1;-1;-1;-1;-1;-1;7.877;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;
240_042_00005;56.324;0;-1.09;52.518;0;-1.409;47.212;0;-2.899;25.377;0;-2.9;22.018;0;-2.148;18.61;0;-2.109;-1;-1;-1;-1;-1;-1;9.018;0;-0.335;9.018;0;-0.335;6.518;0;-0.667;7.518;0;-0.312;-1;-1;-1;-1;-1;-1;4.815;0;-1.52;-1;-1;-1;-1;-1;-1;0;0;-1.52;;;;
240_042_00006;26.54;0;-1.725;22.518;0;-1.881;20.402;0;-2.87;20.402;0;-2.87;18.518;0;-1.99;11.518;0;-1.538;-1;-1;-1;-1;-1;-1;8.518;0;-0.712;8.518;0;-0.712;6.018;0;-1.239;7.018;0;-0.759;-1;-1;-1;-1;-1;-1;4.089;0;-2.12;-1;-1;-1;-1;-1;-1;0;0;-2.12;;;;
240_042_00007;26.54;0;-1.725;22.518;0;-1.881;20.402;0;-2.87;20.402;0;-2.87;17.018;0;-1.749;12.018;0;-1.582;-1;-1;-1;-1;-1;-1;8.518;0;-0.712;8.518;0;-0.712;6.018;0;-1.239;7.018;0;-0.759;-1;-1;-1;-1;-1;-1;4.089;0;-2.12;-1;-1;-1;-1;-1;-1;0;0;-2.12;;;;
240_042_00013;56.324;0;-1.09;52.518;0;-1.409;47.212;0;-2.899;25.377;0;-2.9;21.909;0;-2.142;18.61;0;-2.109;-1;-1;-1;-1;-1;-1;9.018;0;-0.335;8.518;0;-0.284;6.018;0;-0.718;7.518;0;-0.312;-1;-1;-1;-1;-1;-1;4.815;0;-1.52;-1;-1;-1;-1;-1;-1;0;0;-1.52;;;;
245_042_00004;57;0;-3.15;51.51;0;-3.15;51.51;0;-3.15;51.51;0;-3.15;49;0;-2.31;37;0;-1.93;-1;-1;-1;-1;-1;-1;30.5;0;0.09;30;0;0.11;27.5;0;-0.33;28;0;0.05;-1;-1;-1;-1;-1;-1;24.31;0;-3.35;-1;-1;-1;-1;-1;-1;0;0;-4.9;;;;
245_042_00005;57;0;-3.15;51.51;0;-3.15;51.51;0;-3.15;51.51;0;-3.15;49;0;-2.31;37;0;-1.93;-1;-1;-1;-1;-1;-1;30.5;0;0.09;30;0;0.11;27.5;0;-0.33;28;0;0.05;-1;-1;-1;-1;-1;-1;27;0;-2.41;-1;-1;-1;-1;-1;-1;0;0;-4.9;;;;
245_042_00015;27.682;0;-1.8;25.682;0;-1.8;22.682;0;-2.75;22.182;0;-2.75;21.182;0;-2.3;18.182;0;-1.78;-1;-1;-1;-1;-1;-1;14.682;0;-0.03;14.682;0;-0.03;12.182;0;-0.31;14.182;0;0.03;-1;-1;-1;-1;-1;-1;7.582;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;
245_042_00016;81;0;-1.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;64;0;-1.76;-1;-1;-1;-1;-1;-1;53.5;0;0.18;53.5;0;0.18;51;0;-0.07;51.5;0;0.04;47.5;0;-0.73;16;0;0.08;15.45;0;-2.82;-1;-1;-1;-1;-1;-1;1.094;0;-1.79;;;;
251_042_00001;45;0;-1.49;43.5;0;-1.49;40.5;0;-2.65;40;0;-2.65;36;0;-1.19;36;0;-1.19;-1;-1;-1;-1;-1;-1;30.5;0;0.9;29.5;0;0.87;27;0;0.97;22.5;0;1.13;-1;-1;-1;-1;-1;-1;6.536;0;-3.4;-1;-1;-1;-1;-1;-1;0;0;-3.4;;;;
251_042_00002;45;0;-1.49;43.5;0;-1.49;40.5;0;-2.65;40;0;-2.65;36.5;0;-1.49;36.5;0;-1.49;-1;-1;-1;-1;-1;-1;30.5;0;0.9;29.5;0;0.87;27;0;0.97;22.5;0;1.13;-1;-1;-1;-1;-1;-1;6.536;0;-3.4;-1;-1;-1;-1;-1;-1;0;0;-3.4;;;;
251_042_00003;45;0;-1.49;43.5;0;-1.49;40.5;0;-2.65;40;0;-2.65;36.5;0;-1.49;36;0;-1.19;-1;-1;-1;-1;-1;-1;30.5;0;0.9;30;0;0.89;27.5;0;0.95;22.5;0;1.13;-1;-1;-1;-1;-1;-1;6.536;0;-3.4;-1;-1;-1;-1;-1;-1;0;0;-3.4;;;;
252_042_00001;40;0;-2.043;36.666;0;-3.15;36.666;0;-3.15;35.243;0;-3.15;31.5;0;-1.9;29.5;0;-1.88;-1;-1;-1;-1;-1;-1;25.5;0;-0.22;25;0;-0.26;22.5;0;-0.26;13.959;0;-0.31;-1;-1;-1;-1;-1;-1;3.928;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4;;;;
252_042_00005;40;0;-2.043;36.666;0;-3.15;36.666;0;-3.15;35.243;0;-3.15;31.5;0;-1.9;29.5;0;-1.88;-1;-1;-1;-1;-1;-1;25.5;0;-0.22;24;0;-0.26;21.5;0;-0.26;13.959;0;-0.31;-1;-1;-1;-1;-1;-1;3.928;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4;;;;
252_042_00007;40;0;-2.043;36.666;0;-3.15;36.666;0;-3.15;35.243;0;-3.15;31.5;0;-1.9;29.5;0;-1.88;-1;-1;-1;-1;-1;-1;25.5;0;-0.22;25;0;-0.26;22.5;0;-0.26;13.959;0;-0.31;-1;-1;-1;-1;-1;-1;3.928;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4;;;;
254_042_00025;35;0;-2.42;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.97;0;-2.42;25.5;0;0.1;25;0;0.07;22.5;0;1.28;20.5;0;1.23;18;0;1.25;17.5;0;1.22;-1;-1;-1;-1;-1;-1;3.43;0;-3.4;-1;-1;-1;-1;-1;-1;0;0;-3.4;;;;
261_042_00001;44.285;0;-1.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.96;0;-1.4;-1;-1;-1;-1;-1;-1;34.59;0;-0.33;33.59;0;-0.33;31.09;0;-0.18;30.09;0;-0.25;-1;-1;-1;-1;-1;-1;21.22;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;
261_042_00003;44.285;0;-1.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.96;0;-1.4;-1;-1;-1;-1;-1;-1;34.59;0;-0.33;33.09;0;-0.33;30.59;0;-0.16;30.09;0;-0.25;-1;-1;-1;-1;-1;-1;21.22;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;
263_042_00002;47.5;0;-1.743;37.532;0;-2.83;36.871;0;-3.55;36.2;0;-3.55;35.573;0;-2.816;34.529;0;-1.869;31.029;0;-1.266;22.029;0;-1.186;18;0;0.145;16.5;0;0.35;14;0;0.192;14;0;0.192;12.529;0;-0.07;10.029;0;-0.198;5.757;0;-1.52;-1;-1;-1;-1;-1;-1;0;0;-1.535;;;;
306_042_00001;250.61;0;-2.896;200.4;0;-2.244;197.744;0;-4.9;196.624;0;-5.22;194.11;0;-2.706;194.11;0;-2.706;186.11;0;-0.184;180.11;0;0.121;172.61;0;1.574;172.61;0;1.574;170.11;0;1.595;166.61;0;1.09;-1;-1;-1;-1;-1;-1;91.5;0;-14.439;-1;-1;-1;-1;-1;-1;4;0;-15.999;;;;
306_042_00002;250.61;0;-2.896;200.4;0;-2.244;197.744;0;-4.9;196.304;0;-4.9;193.61;0;-2.417;192.61;0;-1.942;186.11;0;-0.184;178.61;0;0.343;175.11;0;1.228;172.11;0;1.574;169.61;0;1.6;168.11;0;1.464;-1;-1;-1;-1;-1;-1;96.5;0;-13.889;-1;-1;-1;-1;-1;-1;0;0;-15.749;;;;
306_042_00003;250.61;0;-2.896;199.544;0;-3.1;197.744;0;-4.9;196.304;0;-4.9;194.504;0;-3.1;194.504;0;-3.1;188.11;0;-0.537;178.61;0;0.343;174.61;0;1.394;172.61;0;1.574;170.11;0;1.595;167.11;0;1.252;-1;-1;-1;-1;-1;-1;95.491;0;-14;-1;-1;-1;-1;-1;-1;0;0;-15.749;;;;
306_042_00017;63.5;0;-2.384;49.38;0;-2.095;46.205;0;-5.27;45.405;0;-5.27;43;0;-2.865;43;0;-2.865;33;0;-2.093;29.5;0;-2.178;22;0;-0.044;22;0;-0.044;19.5;0;-0.013;19.5;0;-0.013;17;0;-0.331;14;0;-0.39;9.227;0;-1.64;-1;-1;-1;-1;-1;-1;9.227;0;-1.64;;;;
306_042_00018;63.5;0;-2.384;49.38;0;-2.095;46.205;0;-5.27;45.405;0;-5.27;43;0;-2.865;42.5;0;-2.722;32.5;0;-2.107;29.5;0;-2.178;22.5;0;-0.202;22;0;-0.044;19.5;0;-0.013;19.5;0;-0.013;15.5;0;-0.413;13;0;-0.443;9.227;0;-1.64;-1;-1;-1;-1;-1;-1;9.227;0;-1.64;;;;
306_042_00020;55.5;0;-2.846;47.611;0;-3.021;45.362;0;-5.27;44.562;0;-5.27;42.5;0;-3.208;42.5;0;-3.208;36;0;-2.736;30;0;-2.676;21.5;0;-0.06;21.5;0;-0.06;19;0;-0.068;11.5;0;-0.121;-1;-1;-1;-1;-1;-1;9.37;0;-1.64;-1;-1;-1;-1;-1;-1;9.37;0;-1.64;;;;
306_042_00022;31.807;0;-1.616;24.292;0;-1.675;23.01;0;-2.803;21.848;0;-2.778;20.612;0;-1.688;20.612;0;-1.688;-1;-1;-1;-1;-1;-1;10.487;0;0.008;10.487;0;0.008;7.987;0;-0.207;9.513;0;0.017;-1;-1;-1;-1;-1;-1;5.526;0;-1.905;-1;-1;-1;-1;-1;-1;0;0;-1.905;;;;
306_042_00029;93;0;-2.415;88.698;0;-2.6;84.758;0;-4.57;84.158;0;-4.57;80.218;0;-2.6;80.218;0;-2.6;70;0;-0.409;60.5;0;-0.526;56.5;0;0.972;56.5;0;0.972;54;0;1.061;50.5;0;1.052;47;0;-0.155;45.5;0;-0.106;13.5;0;-4.45;-1;-1;-1;-1;-1;-1;0.5;0;-4.35;;;;
306_042_00030;93;0;-2.415;88.698;0;-2.6;84.758;0;-4.57;84.158;0;-4.57;80.218;0;-2.6;79.5;0;-2.434;69.5;0;-0.409;60.5;0;-0.526;57;0;0.891;57;0;0.891;54.5;0;1.032;50;0;0.981;47;0;-0.155;45.5;0;-0.106;13;0;-4.48;-1;-1;-1;-1;-1;-1;0.5;0;-4.35;;;;
306_042_00031;93;0;-2.415;89.316;0;-2.291;84.758;0;-4.57;84.158;0;-4.57;80.218;0;-2.6;77;0;-2.093;69.5;0;-0.409;60.5;0;-0.526;57;0;0.891;55.5;0;0.968;53;0;1.044;50.5;0;1.052;47;0;-0.155;46;0;-0.039;13;0;-4.48;-1;-1;-1;-1;-1;-1;0.5;0;-4.35;;;;
306_042_00032;93;0;-2.415;89.316;0;-2.291;84.758;0;-4.57;84.158;0;-4.57;79.5;0;-2.434;79.5;0;-2.434;70;0;-0.409;60.5;0;-0.526;57;0;0.891;56.5;0;0.972;54;0;1.061;49.5;0;0.944;47;0;-0.155;45.5;0;-0.106;16;0;-4.29;-1;-1;-1;-1;-1;-1;0.5;0;-4.35;;;;
306_042_00034;80.239;0;-2.389;79.228;0;-3.4;77.428;0;-5.2;76.608;0;-5.22;74.788;0;-3.4;74.788;0;-3.4;67;0;-0.525;57.5;0;-0.391;53;0;0.643;53;0;0.643;50.5;0;0.776;48.5;0;0.839;-1;-1;-1;-1;-1;-1;16;0;-4.78;-1;-1;-1;-1;-1;-1;0.5;0;-4.68;;;;
306_042_00035;80.239;0;-2.389;79.228;0;-3.4;77.428;0;-5.2;76.588;0;-5.2;73.5;0;-2.707;73;0;-2.303;67.5;0;-0.591;57;0;-0.441;53;0;0.643;52.5;0;0.682;50;0;0.815;48;0;0.735;-1;-1;-1;-1;-1;-1;14.5;0;-4.86;-1;-1;-1;-1;-1;-1;0.5;0;-4.68;;;;
306_042_00036;80.239;0;-2.389;79.228;0;-3.4;77.428;0;-5.2;76.588;0;-5.2;74.5;0;-3.112;74.5;0;-3.112;68.5;0;-0.609;57;0;-0.441;52.5;0;0.682;52.5;0;0.682;50;0;0.815;48.5;0;0.839;-1;-1;-1;-1;-1;-1;15;0;-4.78;-1;-1;-1;-1;-1;-1;0.5;0;-4.68;;;;
306_042_00037;108.5;0;-2.451;99.389;0;-3;97.169;0;-5.22;96.369;0;-5.22;93.5;0;-2.351;92.5;0;-2.042;88.5;0;-1.411;70;0;-0.869;66;0;0.811;66;0;0.811;63.5;0;0.988;61.5;0;0.928;57.5;0;0.261;54;0;-0.051;10.5;0;-5.82;-1;-1;-1;-1;-1;-1;0.5;0;-5.82;;;;
306_042_00039;250.61;0;-2.896;200.4;0;-2.244;197.744;0;-4.9;196.304;0;-4.9;194.504;0;-3.1;194.504;0;-3.1;186.11;0;-0.184;180.61;0;0.103;174.11;0;1.489;173.11;0;1.557;170.61;0;1.613;169.61;0;1.6;165.11;0;0.719;161.61;0;0.335;91.5;0;-14.439;-1;-1;-1;-1;-1;-1;4;0;-15.999;;;;
306_042_00041;63.5;0;-2.384;49.38;0;-2.095;46.205;0;-5.27;45.135;0;-5;43;0;-2.865;42;0;-2.596;32.5;0;-2.107;29.5;0;-2.178;22;0;-0.044;21.5;0;-0.065;19;0;-0.092;19.5;0;-0.013;17;0;-0.331;13;0;-0.443;9.227;0;-1.64;-1;-1;-1;-1;-1;-1;9.227;0;-1.64;;;;
306_042_00045;168.5;0;-2.645;148;0;-3.162;146.626;0;-3.62;143.671;0;-3.62;140.5;0;-2.573;137;0;-2.035;-1;-1;-1;-1;-1;-1;127.5;0;1.274;127.5;0;1.274;125;0;1.271;122.5;0;1.311;121;0;0.771;111;0;0.472;55.478;0;-15.5;-1;-1;-1;-1;-1;-1;55.478;0;-15.5;;;;
306_042_00046;75;0;-3.016;70.5;0;-3.027;68.312;0;-3.62;66.509;0;-3.62;63;0;-2.362;59;0;-2.019;-1;-1;-1;-1;-1;-1;50;0;1.309;49;0;1.335;46.5;0;1.359;41.5;0;1.481;-1;-1;-1;-1;-1;-1;15.9;0;-5.7;-1;-1;-1;-1;-1;-1;0;0;-5.7;;;;
306_042_00048;189.79;0;-1.78;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;159.79;0;-1.78;-1;-1;-1;-1;-1;-1;152.5;0;0.65;152;0;0.817;149.5;0;0.65;149.5;0;0.65;-1;-1;-1;-1;-1;-1;143.02;0;-1.51;-1;-1;-1;-1;-1;-1;0;0;-1.51;;;;
306_042_00049;55.5;0;-2.846;47.611;0;-3.021;45.362;0;-5.27;44.562;0;-5.27;42.5;0;-3.208;29.5;0;-2.603;-1;-1;-1;-1;-1;-1;21.5;0;-0.06;21.5;0;-0.06;19;0;-0.068;12;0;-0.059;-1;-1;-1;-1;-1;-1;9.37;0;-1.64;-1;-1;-1;-1;-1;-1;9.37;0;-1.64;;;;
306_042_00050;63.5;0;-2.384;49.38;0;-2.095;46.205;0;-5.27;45.405;0;-5.27;43;0;-2.865;42.5;0;-2.722;33;0;-2.093;29.5;0;-2.178;22;0;-0.044;22;0;-0.044;19.5;0;-0.013;19.5;0;-0.013;17;0;-0.331;14;0;-0.39;9.227;0;-1.64;-1;-1;-1;-1;-1;-1;9.227;0;-1.64;;;;
306_042_00051;55.5;0;-2.846;47.611;0;-3.021;45.362;0;-5.27;44.562;0;-5.27;42.5;0;-3.208;42.5;0;-3.208;33.5;0;-2.617;30;0;-2.676;20;0;0.07;20;0;0.07;17.5;0;-0.283;12;0;-0.059;-1;-1;-1;-1;-1;-1;9.37;0;-1.64;-1;-1;-1;-1;-1;-1;9.37;0;-1.64;;;;
