LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts;;;;
129_042_00011;44.04;0;-1.88;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;14.04;0;-1.88;-1;-1;-1;-1;-1;-1;9;0;-0.2;10;0;-0.533;7.5;0;-0.2;7.5;0;-0.2;-1;-1;-1;-1;-1;-1;3.54;0;-1.52;-1;-1;-1;-1;-1;-1;0;0;-1.52;;;;
129_042_00012;42.11;0;-1.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12.11;0;-1.32;-1;-1;-1;-1;-1;-1;8.75;0;-0.2;9.75;0;-0.533;7.25;0;-0.2;7.25;0;-0.2;-1;-1;-1;-1;-1;-1;3.29;0;-1.52;-1;-1;-1;-1;-1;-1;0;0;-1.52;;;;
129_042_00013;42.65;0;-1.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12.65;0;-1.5;-1;-1;-1;-1;-1;-1;8.75;0;-0.2;9.75;0;-0.533;7.25;0;-0.2;7.25;0;-0.2;-1;-1;-1;-1;-1;-1;3.29;0;-1.52;-1;-1;-1;-1;-1;-1;0;0;-1.52;;;;
129_042_00014;43.4;0;-1.75;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13.4;0;-1.75;-1;-1;-1;-1;-1;-1;8.75;0;-0.2;9.75;0;-0.533;7.25;0;-0.2;7.25;0;-0.2;-1;-1;-1;-1;-1;-1;3.29;0;-1.52;-1;-1;-1;-1;-1;-1;0;0;-1.52;;;;
129_042_00027;47.23;0;-1.784;37.518;0;-1.801;34.272;0;-3.02;33.316;0;-3.02;29.633;0;-1.807;15.174;0;-1.364;-1;-1;-1;-1;-1;-1;8.518;0;-0.284;8.518;0;-0.284;6.018;0;-0.695;7.518;0;-0.312;-1;-1;-1;-1;-1;-1;4.443;0;-1.22;-1;-1;-1;-1;-1;-1;0;0;-1.225;;;;
131_042_00001;139.341;0;-5.87;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;125.676;0;-2.36;-1;-1;-1;-1;-1;-1;112.676;0;0.1;113.676;0;-0.18;111.176;0;0.17;111.176;0;0.17;-1;-1;-1;-1;-1;-1;107.461;0;-1.14;-1;-1;-1;-1;-1;-1;0;0;-4.74;111.176;0;-0.1;316
131_042_00010;83.965;0;-4.54;66.474;0;-4.96;65.058;0;-5.668;63.648;0;-5.661;62.252;0;-4.964;61.965;0;-4.82;61.465;0;-4.66;59.965;0;-4.62;30.965;0;0.08;29.465;0;0.22;26.965;0;-0.07;27.465;0;0.04;26.465;0;-0.07;21.465;0;-0.54;15.14;0;-2.84;-1;-1;-1;-1;-1;-1;0;0;-2.84;;;;
131_042_00011;83.965;0;-4.54;66.474;0;-4.96;65.058;0;-5.668;63.648;0;-5.661;62.252;0;-4.964;60.465;0;-4.65;-1;-1;-1;-1;-1;-1;30.965;0;0.08;29.465;0;0.22;26.965;0;-0.07;27.465;0;0.04;23.965;0;-0.4;20.965;0;-0.51;15.14;0;-2.84;-1;-1;-1;-1;-1;-1;0;0;-2.84;;;;
131_042_00013;168.176;0;-4.05;141.866;0;-4.987;140.541;0;-5.87;139.341;0;-5.87;138.012;0;-4.984;138.012;0;-4.984;-1;-1;-1;-1;-1;-1;113.176;0;-0.08;111.676;0;0.21;109.176;0;-0.47;110.176;0;-0.07;-1;-1;-1;-1;-1;-1;108.676;0;-0.54;-1;-1;-1;-1;-1;-1;0;0;-4.74;;;;
131_042_00014;84;0;-4.01;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;73;0;-4.44;71;0;-4.04;65;0;-3.67;58;0;-1.1;51;0;-1;48.5;0;-1.13;41.5;0;-1.13;-1;-1;-1;-1;-1;-1;40;0;-1.26;-1;-1;-1;-1;-1;-1;0;0;-1.26;;;;
131_042_00015;84;0;-4.01;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;72.5;0;-4.33;71;0;-4.04;65.5;0;-3.71;58.923;0;-1.365;51;0;-1;48.5;0;-1.13;43.5;0;-1.05;-1;-1;-1;-1;-1;-1;40.5;0;-1.22;-1;-1;-1;-1;-1;-1;0;0;-1.22;;;;
131_042_00016;84;0;-4.01;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;73;0;-4.44;71;0;-4.04;65.5;0;-3.71;58;0;-1.1;51.5;0;-0.99;49;0;-1.09;43.5;0;-1.05;-1;-1;-1;-1;-1;-1;40;0;-1.26;-1;-1;-1;-1;-1;-1;0;0;-1.26;;;;
131_042_00017;84;0;-4.01;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;74;0;-4.81;71;0;-4.04;65;0;-3.67;58;0;-1.1;52;0;-1;49.5;0;-1.03;41.5;0;-1.13;-1;-1;-1;-1;-1;-1;40;0;-1.26;-1;-1;-1;-1;-1;-1;0;0;-1.26;;;;
131_042_00018;84;0;-4.01;78.45;0;-4.58;76.47;0;-5.57;75.52;0;-5.57;74;0;-4.81;73;0;-4.44;71;0;-4.04;65;0;-3.67;58;0;-1.1;52.5;0;-1.03;50;0;-1.02;40.5;0;-1.22;-1;-1;-1;-1;-1;-1;39.679;0;-1.367;-1;-1;-1;-1;-1;-1;0;0;-1.367;;;;
131_042_00019;137.5;0;-4.58;127.28;0;-4.81;125.96;0;-5.47;125.44;0;-5.47;123.806;0;-4.78;122.5;0;-4.41;-1;-1;-1;-1;-1;-1;99.5;0;0.28;99.5;0;0.28;97;0;0.32;96;0;0.23;-1;-1;-1;-1;-1;-1;25.127;0;-3.494;-1;-1;-1;-1;-1;-1;25.127;0;-3.494;;;;
131_042_00020;168.176;0;-4.05;141.866;0;-4.987;140.541;0;-5.87;139.341;0;-5.87;137.676;0;-4.76;137.676;0;-4.76;-1;-1;-1;-1;-1;-1;112.176;0;0.18;112.176;0;0.18;109.676;0;-0.26;110.676;0;0.11;-1;-1;-1;-1;-1;-1;106.456;0;-1.24;-1;-1;-1;-1;-1;-1;28.33;0;-3.326;;;;
131_042_00021;72.865;0;-4.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;42.865;0;-4.4;-1;-1;-1;-1;-1;-1;29.965;0;-0.1;30.965;0;-0.433;28.465;0;-0.1;28.465;0;-0.1;-1;-1;-1;-1;-1;-1;20.845;0;-2.64;-1;-1;-1;-1;-1;-1;0;0;-2.64;;;;
136_042_00002;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50.9;0;-1.89;-1;-1;-1;-1;-1;-1;38.4;0;-0.15;38.4;0;-0.15;35.9;0;0.03;35.9;0;0.03;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00003;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;-1;-1;-1;-1;-1;-1;38.4;0;-0.15;38.4;0;-0.15;35.9;0;0.03;35.9;0;0.03;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00004;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;50.9;0;-1.89;46.4;0;-1.58;38.9;0;-0.31;38.9;0;-0.31;36.4;0;0.09;35.9;0;0.03;35.13;0;-1.85;32.05;0;-2.31;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00005;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;-1;-1;-1;-1;-1;-1;38.4;0;-0.15;38.4;0;-0.15;35.9;0;0.03;35.9;0;0.03;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00006;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;50.9;0;-1.89;46.4;0;-1.58;38.9;0;-0.31;38.4;0;-0.15;35.9;0;0.03;35.9;0;0.03;35.13;0;-1.85;32.05;0;-2.31;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00007;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;-1;-1;-1;-1;-1;-1;38.4;0;-0.15;38.4;0;-0.15;35.9;0;0.03;35.9;0;0.03;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00008;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50.9;0;-1.89;-1;-1;-1;-1;-1;-1;38.9;0;-0.31;38.9;0;-0.31;36.4;0;0.09;35.9;0;0.03;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00011;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;-1;-1;-1;-1;-1;-1;38.9;0;-0.31;38.4;0;-0.15;35.9;0;0.03;35.9;0;0.03;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00012;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;-1;-1;-1;-1;-1;-1;38.4;0;-0.15;37.9;0;-0.15;35.4;0;-0.56;35.9;0;0.03;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00013;35;0;-2.82;27.992;0;-2.82;27.992;0;-2.82;27.992;0;-2.82;23.5;0;-1.4;23;0;-1.35;-1;-1;-1;-1;-1;-1;17.5;0;0.09;17.5;0;0.09;15;0;-0.15;16;0;0.1;-1;-1;-1;-1;-1;-1;11.147;0;-1.59;-1;-1;-1;-1;-1;-1;0;0;-1.59;;;;
136_042_00016;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;50.9;0;-1.89;46.4;0;-1.58;38.4;0;-0.15;38.4;0;-0.15;35.9;0;0.03;35.9;0;0.03;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00017;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;-1;-1;-1;-1;-1;-1;38.4;0;-0.15;38.4;0;-0.15;35.9;0;0.03;35.9;0;0.03;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00018;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;-1;-1;-1;-1;-1;-1;38.4;0;-0.15;38.4;0;-0.15;35.9;0;0.03;35.9;0;0.03;35.13;0;-1.85;32.05;0;-2.31;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
136_042_00019;60.4;0;-2.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51.33;0;-2.32;50.9;0;-1.89;46.4;0;-1.58;38.4;0;-0.15;38.4;0;-0.15;35.9;0;0.03;35.9;0;0.03;35.13;0;-1.85;32.05;0;-2.31;27.02;0;-4.2;-1;-1;-1;-1;-1;-1;27.02;0;-4.2;;;;
145_042_00001;55.39;0;-2.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;42.149;0;-2.5;36.39;0;-1.02;27.39;0;-0.75;23.39;0;-0.07;22.39;0;-0.06;19.89;0;-0.749;21.39;0;-0.13;-1;-1;-1;-1;-1;-1;11.348;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;
145_042_00017;55.39;0;-2.5;42.149;0;-2.5;42.149;0;-2.5;42.149;0;-2.5;36.89;0;-1.03;25.89;0;-0.67;-1;-1;-1;-1;-1;-1;23.39;0;-0.07;22.89;0;-0.06;20.39;0;-0.58;21.89;0;-0.02;-1;-1;-1;-1;-1;-1;11.348;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;
163_042_00005;28;0;-1.61;19.286;0;-1.713;18.705;0;-2.3;18.25;0;-2.3;17.5;0;-1.55;17.5;0;-1.55;-1;-1;-1;-1;-1;-1;14.5;0;-0.06;14.5;0;-0.06;12;0;-0.52;13;0;-0.07;-1;-1;-1;-1;-1;-1;5.108;0;-2.6;-1;-1;-1;-1;-1;-1;0.104;0;-2.4;;;;
170_042_00010;43.74;0;-1.2;39.74;0;-1.16;35.59;0;-2.5;33.74;0;-2.5;30.24;0;-1.19;29.74;0;-1.08;28.74;0;-0.7;27.24;0;-0.65;26.24;0;-0.47;25.24;0;-0.42;22.74;0;-0.41;22.74;0;-0.41;21.942;0;-1.91;19.913;0;-1.97;13.864;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.37;;;;
170_042_00012;37.48;0;-2.52;26.312;0;-2.52;26.312;0;-2.52;26.312;0;-2.52;23.48;0;-1.15;22.98;0;-1.15;-1;-1;-1;-1;-1;-1;18.98;0;-0.066;18.98;0;-0.066;16.48;0;-0.859;17.98;0;-0.048;-1;-1;-1;-1;-1;-1;16.118;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;
170_042_00013;37.48;0;-2.52;26.312;0;-2.52;26.312;0;-2.52;26.312;0;-2.52;23.48;0;-1.15;22.98;0;-1.15;-1;-1;-1;-1;-1;-1;18.98;0;-0.066;18.48;0;-0.038;15.98;0;-3.113;17.98;0;-0.048;-1;-1;-1;-1;-1;-1;15.98;0;-3.113;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;
170_042_00014;37.48;0;-2.52;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26.312;0;-2.52;-1;-1;-1;-1;-1;-1;18.98;0;-0.066;18.98;0;-0.066;16.48;0;-0.859;17.98;0;-0.048;-1;-1;-1;-1;-1;-1;16.118;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;
170_042_00015;37.48;0;-2.52;26.312;0;-2.52;26.312;0;-2.52;26.312;0;-2.52;23.48;0;-1.15;22.98;0;-1.15;-1;-1;-1;-1;-1;-1;18.98;0;-0.066;18.98;0;-0.066;16.48;0;-0.859;17.98;0;-0.048;-1;-1;-1;-1;-1;-1;16.118;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-4.2;;;;
170_042_00017;43.74;0;-1.2;39.74;0;-1.16;35.59;0;-2.5;33.74;0;-2.5;30.24;0;-1.19;29.74;0;-1.08;28.74;0;-0.7;27.24;0;-0.65;24.74;0;-0.32;24.24;0;-0.28;21.74;0;-1.916;22.74;0;-0.41;21.942;0;-1.91;19.913;0;-1.97;13.864;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.37;;;;
173_042_00001;60;0;-1.22;53.5;0;-1.05;52.208;0;-2.25;49.829;0;-2.25;48;0;-1.28;48;0;-1.28;-1;-1;-1;-1;-1;-1;43;0;0.07;42.5;0;0.05;40;0;-0.36;41.5;0;0.01;-1;-1;-1;-1;-1;-1;28.318;0;-4.13;-1;-1;-1;-1;-1;-1;0;0;-5.073;;;;
173_042_00002;60;0;-1.22;53.5;0;-1.05;52.208;0;-2.25;49.829;0;-2.25;48.5;0;-1.47;48.5;0;-1.47;-1;-1;-1;-1;-1;-1;43;0;0.07;42.5;0;0.05;40;0;-0.36;41.5;0;0.01;-1;-1;-1;-1;-1;-1;30.299;0;-3.764;-1;-1;-1;-1;-1;-1;0;0;-5.073;;;;
173_042_00008;60;0;-1.22;53.5;0;-1.05;52.208;0;-2.25;49.829;0;-2.25;48;0;-1.28;48;0;-1.28;-1;-1;-1;-1;-1;-1;43;0;0.07;43;0;0.07;40.5;0;-0.23;41.5;0;0.01;-1;-1;-1;-1;-1;-1;30.299;0;-3.764;-1;-1;-1;-1;-1;-1;0;0;-5.073;;;;
198_042_00003;47.5;0;-1.171;22.585;0;-1.408;21.462;0;-1.97;20.462;0;-1.97;19.642;0;-1.56;19.642;0;-1.56;-1;-1;-1;-1;-1;-1;14.5;0;-0.239;14;0;-0.25;11.5;0;-0.59;12.5;0;-0.255;-1;-1;-1;-1;-1;-1;2.7;0;-2.35;-1;-1;-1;-1;-1;-1;0;0;-2.35;;;;
198_042_00004;48;0;-1.276;33.615;0;-1.128;32.132;0;-1.87;31.232;0;-1.87;29.478;0;-1;20.5;0;-0.778;-1;-1;-1;-1;-1;-1;16.5;0;-0.157;16;0;-0.132;13.5;0;-0.856;15.5;0;-0.032;-1;-1;-1;-1;-1;-1;3.049;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
198_042_00005;48;0;-1.276;33.615;0;-1.128;32.132;0;-1.87;31.232;0;-1.87;29;0;-0.913;20.5;0;-0.778;-1;-1;-1;-1;-1;-1;16.5;0;-0.157;16;0;-0.132;13.5;0;-0.856;15.5;0;-0.032;-1;-1;-1;-1;-1;-1;3.049;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
198_042_00006;48;0;-1.276;33.615;0;-1.128;32.132;0;-1.87;31.232;0;-1.87;29;0;-0.913;19;0;-0.646;-1;-1;-1;-1;-1;-1;16.5;0;-0.157;16.5;0;-0.157;14;0;-0.69;15.5;0;-0.032;-1;-1;-1;-1;-1;-1;3.049;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
198_042_00007;47.5;0;-1.171;22.585;0;-1.408;21.462;0;-1.97;20.462;0;-1.97;19.642;0;-1.56;19.642;0;-1.56;-1;-1;-1;-1;-1;-1;15.5;0;-0.283;15;0;-0.262;12.5;0;-0.255;12.5;0;-0.255;-1;-1;-1;-1;-1;-1;2.7;0;-2.35;-1;-1;-1;-1;-1;-1;0;0;-2.35;;;;
198_042_00008;47.5;0;-1.171;22.585;0;-1.408;21.462;0;-1.97;20.462;0;-1.97;19.642;0;-1.56;19.642;0;-1.56;-1;-1;-1;-1;-1;-1;15.5;0;-0.283;15.5;0;-0.283;13;0;-0.202;12.5;0;-0.255;-1;-1;-1;-1;-1;-1;2.7;0;-2.35;-1;-1;-1;-1;-1;-1;0;0;-2.35;;;;
198_042_00009;47.5;0;-1.171;22.585;0;-1.408;21.462;0;-1.97;20.462;0;-1.97;19.642;0;-1.56;19.642;0;-1.56;-1;-1;-1;-1;-1;-1;14.5;0;-0.239;14;0;-0.25;11.5;0;-0.59;12.5;0;-0.255;-1;-1;-1;-1;-1;-1;2.7;0;-2.35;-1;-1;-1;-1;-1;-1;0;0;-2.35;;;;
198_042_00019;44.5;0;-1.238;36.368;0;-1.258;34.344;0;-2.27;33.344;0;-2.27;32;0;-1.598;26.5;0;-1.295;-1;-1;-1;-1;-1;-1;16;0;-0.182;16;0;-0.182;13.5;0;-0.61;15;0;-0.156;-1;-1;-1;-1;-1;-1;2.311;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
198_042_00020;44.5;0;-1.238;36.368;0;-1.258;34.344;0;-2.27;33.344;0;-2.27;31.5;0;-1.515;26.5;0;-1.295;-1;-1;-1;-1;-1;-1;16;0;-0.182;16;0;-0.182;13.5;0;-0.61;15;0;-0.156;-1;-1;-1;-1;-1;-1;2.311;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
208_042_00001;50.5;0;-1.408;31;0;-1.254;28.436;0;-2.53;27.25;0;-2.53;24.5;0;-1.121;23;0;-1.033;-1;-1;-1;-1;-1;-1;17.5;0;-0.125;17;0;-0.129;14.5;0;-0.186;11.5;0;-0.23;-1;-1;-1;-1;-1;-1;9.182;0;-1.24;-1;-1;-1;-1;-1;-1;0;0;-1.24;;;;
208_042_00005;43;0;0.328;28.5;0;-1.05;26.004;0;-2.58;25.52;0;-2.58;22.5;0;-0.88;22;0;-0.786;-1;-1;-1;-1;-1;-1;19;0;0.351;18.5;0;0.368;16;0;0.438;13.5;0;0.406;-1;-1;-1;-1;-1;-1;7.954;0;-1.24;-1;-1;-1;-1;-1;-1;0;0;-1.24;;;;
208_042_00009;55;0;-1.517;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26.5;0;-1.183;-1;-1;-1;-1;-1;-1;23;0;-0.219;23;0;-0.219;20.5;0;-0.082;19;0;-0.07;18;0;-0.331;10;0;-0.352;4.77;0;-2.34;-1;-1;-1;-1;-1;-1;4.77;0;-2.34;;;;
208_042_00010;50.5;0;-1.408;31;0;-1.254;28.436;0;-2.53;27.25;0;-2.53;24.5;0;-1.121;23.5;0;-1.116;-1;-1;-1;-1;-1;-1;17.5;0;-0.125;17;0;-0.129;14.5;0;-0.186;11.5;0;-0.23;-1;-1;-1;-1;-1;-1;9.182;0;-1.24;-1;-1;-1;-1;-1;-1;0;0;-1.24;;;;
208_042_00011;50.5;0;-1.408;31;0;-1.254;28.436;0;-2.53;27.25;0;-2.53;24.5;0;-1.121;23.5;0;-1.116;-1;-1;-1;-1;-1;-1;17.5;0;-0.125;17;0;-0.129;14.5;0;-0.186;11.5;0;-0.23;-1;-1;-1;-1;-1;-1;9.182;0;-1.24;-1;-1;-1;-1;-1;-1;0;0;-1.24;;;;
208_042_00012;71;0;-1.264;34.164;0;-0.91;30.328;0;-2.758;30.328;0;-2.758;26;0;-0.26;26;0;-0.26;-1;-1;-1;-1;-1;-1;22;0;0.166;22;0;0.166;19.5;0;0.235;18;0;0.152;-1;-1;-1;-1;-1;-1;13.051;0;-1.21;-1;-1;-1;-1;-1;-1;12.961;0;-1.24;;;;
208_042_00015;43;0;0.328;28.5;0;-1.05;26.004;0;-2.58;25.52;0;-2.58;22.5;0;-0.88;22.5;0;-0.88;-1;-1;-1;-1;-1;-1;19;0;0.351;18;0;0.383;15.5;0;0.442;13.5;0;0.406;-1;-1;-1;-1;-1;-1;7.954;0;-1.24;-1;-1;-1;-1;-1;-1;0;0;-1.24;;;;
208_042_00018;55;0;-1.517;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.5;0;-1.355;-1;-1;-1;-1;-1;-1;23;0;-0.219;22.5;0;-0.198;20;0;0.092;19.5;0;0.066;18;0;-0.331;10;0;-0.352;4.77;0;-2.34;-1;-1;-1;-1;-1;-1;4.77;0;-2.34;;;;
210_042_00001;59;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;39;0;-1.671;39;0;-1.671;-1;-1;-1;-1;-1;-1;35;0;-0.073;34.5;0;-0.182;32;0;-0.098;31;0;-0.135;-1;-1;-1;-1;-1;-1;4.635;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54;;;;
210_042_00002;59;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;40.898;0;-2.62;39;0;-1.671;39;0;-1.671;-1;-1;-1;-1;-1;-1;35;0;-0.073;34.5;0;-0.182;32;0;-0.098;31;0;-0.135;-1;-1;-1;-1;-1;-1;4.635;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54;;;;
210_042_00003;59;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;39;0;-1.671;39;0;-1.671;-1;-1;-1;-1;-1;-1;35;0;-0.073;34.5;0;-0.182;32;0;-0.098;31;0;-0.135;-1;-1;-1;-1;-1;-1;4.635;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54;;;;
210_042_00004;59;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;39;0;-1.671;39;0;-1.671;-1;-1;-1;-1;-1;-1;35;0;-0.073;34.5;0;-0.182;32;0;-0.098;31;0;-0.135;-1;-1;-1;-1;-1;-1;4.635;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54;;;;
210_042_00011;59;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;39;0;-1.671;39;0;-1.671;-1;-1;-1;-1;-1;-1;35;0;-0.073;34.5;0;-0.182;32;0;-0.098;31;0;-0.135;-1;-1;-1;-1;-1;-1;4.635;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54;;;;
210_042_00012;59;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;39;0;-1.671;39;0;-1.671;-1;-1;-1;-1;-1;-1;35;0;-0.073;35;0;-0.073;32.5;0;-0.115;31;0;-0.135;-1;-1;-1;-1;-1;-1;4.635;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54;;;;
210_042_00013;59;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;40.998;0;-2.67;39;0;-1.671;39;0;-1.671;-1;-1;-1;-1;-1;-1;35;0;-0.073;34.5;0;-0.182;32;0;-0.098;31;0;-0.135;-1;-1;-1;-1;-1;-1;4.635;0;-2.54;-1;-1;-1;-1;-1;-1;0;0;-2.54;;;;
215_042_00001;46.77;0;-3.22;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38.796;0;-3.22;-1;-1;-1;-1;-1;-1;27.5;0;0.484;26.5;0;0.494;24;0;0.467;21;0;0.472;-1;-1;-1;-1;-1;-1;3.453;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;;;;
215_042_00002;53.907;0;-2.079;34.407;0;-1.748;32.835;0;-3.32;31.528;0;-3.32;30.238;0;-2.03;29.907;0;-1.699;27.407;0;-0.929;22.907;0;-0.64;18.907;0;0.144;18.907;0;0.144;16.407;0;0.218;15.907;0;0.124;-1;-1;-1;-1;-1;-1;8.42;0;-1.84;-1;-1;-1;-1;-1;-1;8.42;0;-1.84;;;;
215_042_00008;60;0;-0.448;34;0;-0.598;32.278;0;-1.459;32.278;0;-1.459;30;0;-0.021;30;0;-0.021;-1;-1;-1;-1;-1;-1;28;0;0.164;28;0;0.164;25.5;0;0.12;25;0;0.063;23;0;-0.222;12.5;0;-0.306;2.33;0;-2.34;-1;-1;-1;-1;-1;-1;2.33;0;-2.34;;;;
