LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
246_042_00033;70;0;-4.98;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;67.28;0;-4.98;50.47;0;-4.38;48.73;0;-4.38;27.53;0;-1.99;23.05;0;-1.77;20.55;0;-1.688;20;0;-1.67;-1;-1;-1;-1;-1;-1;16.52;0;-3.03;-1;-1;-1;-1;-1;-1;0;0;-3.03
246_042_00034;70;0;-4.53;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41.33;0;-4.53;-1;-1;-1;-1;-1;-1;21.43;0;-2.02;21.43;0;-2.02;18.93;0;-2.155;21.43;0;-2.02;-1;-1;-1;-1;-1;-1;14.42;0;-3.03;-1;-1;-1;-1;-1;-1;0;0;-3.03
246_042_00035;70;0;-4.53;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41.33;0;-4.53;-1;-1;-1;-1;-1;-1;21.43;0;-2.02;21.43;0;-2.02;18.93;0;-2.155;21.43;0;-2.02;-1;-1;-1;-1;-1;-1;14.42;0;-3.03;-1;-1;-1;-1;-1;-1;0;0;-3.03
246_042_00036;47.1;0;-3.21;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16.7;0;-2.83;-1;-1;-1;-1;-1;-1;14.98;0;-1.85;14.98;0;-1.85;12.48;0;-2.715;13.8;0;-1.83;-1;-1;-1;-1;-1;-1;12;0;-2.97;-1;-1;-1;-1;-1;-1;0;0;-2.97
246_042_00037;47.1;0;-3.21;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16.7;0;-2.83;-1;-1;-1;-1;-1;-1;14.98;0;-1.85;14.98;0;-1.85;12.48;0;-2.715;13.8;0;-1.83;-1;-1;-1;-1;-1;-1;12;0;-2.97;-1;-1;-1;-1;-1;-1;0;0;-2.97
246_042_00038;47.1;0;-3.21;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16.7;0;-2.83;-1;-1;-1;-1;-1;-1;14.98;0;-1.85;14.98;0;-1.85;12.48;0;-2.715;13.8;0;-1.83;-1;-1;-1;-1;-1;-1;12;0;-2.97;-1;-1;-1;-1;-1;-1;0;0;-2.97
246_042_00039;65.57;0;-5.28;55.37;0;-5.35;54.28;0;-6.31;53.45;0;-6.35;52.16;0;-5.38;43.76;0;-5.01;-1;-1;-1;-1;-1;-1;18.43;0;-2.2;18.43;0;-2.2;15.93;0;-2.132;11.71;0;-1.76;-1;-1;-1;-1;-1;-1;9.24;0;-2.97;-1;-1;-1;-1;-1;-1;0;0;-2.97
246_042_00040;65.57;0;-5.28;55.37;0;-5.35;54.28;0;-6.31;53.45;0;-6.35;52.16;0;-5.38;52.16;0;-5.38;-1;-1;-1;-1;-1;-1;18.43;0;-2.2;15.47;0;-2.12;12.97;0;-1.737;11.71;0;-1.76;-1;-1;-1;-1;-1;-1;9.24;0;-2.97;-1;-1;-1;-1;-1;-1;0;0;-2.97
246_042_00041;70;0;-5.12;68.38;0;-5.09;64.19;0;-6.5;62.78;0;-6.5;59.36;0;-5.09;58.34;0;-5.2;-1;-1;-1;-1;-1;-1;24.79;0;-1.73;24.79;0;-1.73;22.29;0;-1.721;20;0;-1.89;17.76;0;-2.44;17.76;0;-2.44;15.9;0;-3.06;-1;-1;-1;-1;-1;-1;0;0;-3.06
246_042_00042;70;0;-5.12;68.38;0;-5.09;64.19;0;-6.5;62.78;0;-6.5;59.36;0;-5.09;58.34;0;-5.2;-1;-1;-1;-1;-1;-1;24.79;0;-1.73;24.79;0;-1.73;22.29;0;-1.721;21.97;0;-1.72;-1;-1;-1;-1;-1;-1;17.14;0;-2.91;-1;-1;-1;-1;-1;-1;0;0;-2.91
246_042_00043;70;0;-5.12;68.38;0;-5.09;64.19;0;-6.5;62.78;0;-6.5;59.36;0;-5.09;58.34;0;-5.2;-1;-1;-1;-1;-1;-1;24.79;0;-1.73;24.79;0;-1.73;22.29;0;-1.721;21.97;0;-1.72;-1;-1;-1;-1;-1;-1;17.14;0;-2.91;-1;-1;-1;-1;-1;-1;0;0;-2.91
246_042_00044;75;0;-6.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;59.75;0;-6.5;55.18;0;-5.11;45;0;-4.46;29.863;0;-2.129;27.07;0;-1.93;24.57;0;-2.151;23.31;0;-1.84;-1;-1;-1;-1;-1;-1;18.18;0;-3.13;-1;-1;-1;-1;-1;-1;0;0;-3.13
246_042_00045;70;0;-5.8;63.6;0;-5.8;63.19;0;-6.15;57.352;0;-6.5;54.86;0;-5.8;54.1;0;-5.8;52.1;0;-5.01;44.8;0;-4.7;23.91;0;-1.78;21.71;0;-1.73;19.21;0;-1.863;17.24;0;-2.02;16.16;0;-2.81;15.138;0;-3.03;14.15;0;-3.24;-1;-1;-1;-1;-1;-1;0;0;-3.24
246_042_00046;71.04;0;-5.1;58.917;0;-5.001;55.53;0;-6.5;54.21;0;-6.5;51.59;0;-5.08;51.59;0;-5.08;-1;-1;-1;-1;-1;-1;23.38;0;-1.63;18.7;0;-1.73;16.2;0;-2.13;16.2;0;-2.13;-1;-1;-1;-1;-1;-1;14;0;-3.08;-1;-1;-1;-1;-1;-1;0;0;-3.08
246_042_00047;71.04;0;-5.1;58.917;0;-5.001;55.53;0;-6.5;54.21;0;-6.5;51.59;0;-5.08;51.59;0;-5.08;39.222;0;-4.446;39.222;0;-4.446;23.38;0;-1.63;18.7;0;-1.73;16.2;0;-2.13;15.76;0;-2.2;-1;-1;-1;-1;-1;-1;14;0;-3.08;-1;-1;-1;-1;-1;-1;0;0;-3.08
246_042_00048;51.22;0;-4.98;48.7;0;-5.02;46.47;0;-6.5;46.47;0;-6.5;43.72;0;-5.02;43.72;0;-5.02;-1;-1;-1;-1;-1;-1;15.03;0;-1.73;15.03;0;-1.73;12.53;0;-1.798;11;0;-1.84;-1;-1;-1;-1;-1;-1;7.09;0;-3.4;-1;-1;-1;-1;-1;-1;0;0;-3.4
246_042_00049;70;0;-4.64;51.15;0;-4.9;49.5;0;-6.07;49.5;0;-6.07;46.84;0;-4.78;33.91;0;-4.4;-1;-1;-1;-1;-1;-1;23.448;0;-2.004;21.27;0;-1.87;18.77;0;-1.824;17.09;0;-1.914;-1;-1;-1;-1;-1;-1;14.3;0;-3.34;-1;-1;-1;-1;-1;-1;0;0;-3.34
246_042_00050;89.5;0;-5.46;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;52.64;0;-5.47;-1;-1;-1;-1;-1;-1;13.16;0;-2.06;11.69;0;-1.98;9.19;0;-2.67;10;0;-2.08;-1;-1;-1;-1;-1;-1;7.63;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.437
246_042_00051;77.31;0;-5.77;76.99;0;-6.39;76.99;0;-6.39;76.69;0;-6.4;74.52;0;-5.36;26.15;0;-3.86;-1;-1;-1;-1;-1;-1;17.84;0;-2.38;17.84;0;-2.38;15.34;0;-2.313;10;0;-2.16;-1;-1;-1;-1;-1;-1;6.98;0;-3.6;-1;-1;-1;-1;-1;-1;0;0;-3.6
246_042_00052;77.31;0;-5.77;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;44.52;0;-4.6;-1;-1;-1;-1;-1;-1;17.84;0;-2.38;17.84;0;-2.38;15.34;0;-2.313;10;0;-2.16;-1;-1;-1;-1;-1;-1;6.98;0;-3.6;-1;-1;-1;-1;-1;-1;0;0;-3.6
246_042_00053;70;0;-6.7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;68.3;0;-4.98;50;0;-4.98;40;0;-4.75;23.41;0;-1.66;23.41;0;-1.66;20.91;0;-1.596;20;0;-1.573;-1;-1;-1;-1;-1;-1;12.93;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.43
246_042_00054;70;0;-6.7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;69.19;0;-6.7;68.3;0;-4.98;40;0;-4.75;23.41;0;-1.66;20;0;-1.573;17.5;0;-1.894;20;0;-1.573;17.5;0;-1.894;15.33;0;-2.23;12.93;0;-3.43;-1;-1;-1;-1;-1;-1;0;0;-3.43
249_042_00008;75.906;0;-4.433;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;74.691;0;-4.587;-1;-1;-1;-1;-1;-1;22.558;0;-1.887;21.555;0;-1.86;19.055;0;-1.853;14.537;0;-1.955;-1;-1;-1;-1;-1;-1;12.532;0;-2.74;-1;-1;-1;-1;-1;-1;0;0;-3.452
249_042_00009;67.6;0;-5.12;56.56;0;-5.74;56.23;0;-6.57;51;0;-6.68;48.49;0;-5.25;35.8;0;-4.75;-1;-1;-1;-1;-1;-1;11.62;0;-2.1;11.62;0;-2.1;9.12;0;-2.085;7.171;0;-2.196;-1;-1;-1;-1;-1;-1;6.09;0;-3.29;-1;-1;-1;-1;-1;-1;0;0;-3.29
249_042_00013;65;0;-1.836;57.897;0;-1.947;56.397;0;-3.1;54.108;0;-3.1;49.963;0;-1.701;26.159;0;-1.415;-1;-1;-1;-1;-1;-1;19.902;0;-0.17;19.902;0;-0.17;17.402;0;-0.856;19.032;0;-0.166;-1;-1;-1;-1;-1;-1;15.769;0;-1.82;-1;-1;-1;-1;-1;-1;0;0;-1.82
249_042_00014;65;0;-1.836;57.897;0;-1.947;56.397;0;-3.1;54.108;0;-3.1;49.963;0;-1.701;26.159;0;-1.415;-1;-1;-1;-1;-1;-1;19.902;0;-0.17;19.902;0;-0.17;17.402;0;-0.856;19.032;0;-0.166;-1;-1;-1;-1;-1;-1;15.769;0;-1.82;-1;-1;-1;-1;-1;-1;0;0;-1.82
249_042_00015;65;0;-1.836;57.897;0;-1.947;56.397;0;-3.1;54.108;0;-3.1;52.608;0;-2.107;34.094;0;-1.62;-1;-1;-1;-1;-1;-1;19.902;0;-0.17;19.902;0;-0.17;17.402;0;-0.856;19.032;0;-0.166;-1;-1;-1;-1;-1;-1;15.769;0;-1.82;-1;-1;-1;-1;-1;-1;0;0;-1.82
249_042_00016;55;0;-4.979;49.036;0;-5.422;47.836;0;-6.422;45.434;0;-6.478;44.234;0;-5.478;40.631;0;-4.928;-1;-1;-1;-1;-1;-1;14.213;0;-1.738;11.811;0;-1.511;9.311;0;-1.935;9.41;0;-1.869;-1;-1;-1;-1;-1;-1;7.61;0;-3.069;-1;-1;-1;-1;-1;-1;0;0;-3.069
249_042_00017;55;0;-5.178;39.747;0;-5.379;38.599;0;-6.379;38.599;0;-6.379;37.452;0;-5.379;34.01;0;-4.97;-1;-1;-1;-1;-1;-1;11.063;0;-1.748;8.768;0;-1.81;6.268;0;-2.215;6.473;0;-2.079;-1;-1;-1;-1;-1;-1;4.673;0;-3.279;-1;-1;-1;-1;-1;-1;0;0;-3.279
249_042_00018;55;0;-5.178;39.747;0;-5.379;38.394;0;-6.2;38.394;0;-6.2;37.452;0;-5.379;34.01;0;-4.97;-1;-1;-1;-1;-1;-1;11.063;0;-1.748;8.768;0;-1.81;6.268;0;-2.215;6.473;0;-2.079;-1;-1;-1;-1;-1;-1;4.673;0;-3.279;-1;-1;-1;-1;-1;-1;0;0;-3.279
249_042_00019;55;0;-5.178;39.747;0;-5.379;38.804;0;-6.2;38.599;0;-6.379;37.452;0;-5.379;36.304;0;-5.226;29.42;0;-4.782;24.823;0;-4.5;11.063;0;-1.748;11.063;0;-1.748;8.563;0;-1.834;8.563;0;-1.834;-1;-1;-1;-1;-1;-1;4.673;0;-3.279;-1;-1;-1;-1;-1;-1;0;0;-3.279
249_042_00020;55;0;-4.754;54.03;0;-4.935;53.059;0;-5.935;51.057;0;-6.028;49.055;0;-4.679;17.022;0;-3.295;-1;-1;-1;-1;-1;-1;15.02;0;-1.898;13.018;0;-1.533;10.518;0;-1.433;7.012;0;-1.69;-1;-1;-1;-1;-1;-1;3.21;0;-3.047;-1;-1;-1;-1;-1;-1;0;0;-3.047
249_042_00021;55;0;-4.742;46.709;0;-5.07;45.695;0;-6.07;43.667;0;-6.039;42.653;0;-5.039;39.611;0;-4.561;-1;-1;-1;-1;-1;-1;11.222;0;-1.526;9.194;0;-1.478;6.694;0;-1.615;5.139;0;-1.718;-1;-1;-1;-1;-1;-1;3.339;0;-2.918;-1;-1;-1;-1;-1;-1;0;0;-2.918
249_042_00022;55;0;-4.529;40.228;0;-4.762;38.204;0;-5.17;38.204;0;-5.17;34.225;0;-4.6;34.156;0;-4.591;-1;-1;-1;-1;-1;-1;11.89;0;-1.866;11.89;0;-1.866;9.39;0;-1.806;9.39;0;-1.806;-1;-1;-1;-1;-1;-1;6.042;0;-3.252;-1;-1;-1;-1;-1;-1;0;0;-3.252
249_042_00023;52.916;0;-4.694;34.901;0;-4.903;32.899;0;-7.05;32.899;0;-7.05;30.898;0;-5.074;28.896;0;-4.528;-1;-1;-1;-1;-1;-1;10.881;0;-1.885;10.881;0;-1.885;8.381;0;-1.902;8.879;0;-1.879;-1;-1;-1;-1;-1;-1;3.076;0;-3.437;-1;-1;-1;-1;-1;-1;0;0;-3.437
249_042_00024;52.916;0;-4.694;34.901;0;-4.903;32.899;0;-7.05;32.899;0;-7.05;30.898;0;-5.074;28.896;0;-4.528;-1;-1;-1;-1;-1;-1;10.881;0;-1.885;8.879;0;-1.879;6.379;0;-2.039;8.879;0;-1.879;-1;-1;-1;-1;-1;-1;3.076;0;-3.437;-1;-1;-1;-1;-1;-1;0;0;-3.437
249_042_00025;52.916;0;-4.694;34.901;0;-4.903;32.899;0;-7.05;32.899;0;-7.05;30.898;0;-5.074;28.896;0;-4.528;-1;-1;-1;-1;-1;-1;10.881;0;-1.885;8.879;0;-1.879;6.379;0;-2.039;8.879;0;-1.879;-1;-1;-1;-1;-1;-1;3.076;0;-3.437;-1;-1;-1;-1;-1;-1;0;0;-3.437
249_042_00026;57.578;0;-2.05;31.928;0;-2.33;28.648;0;-3.51;26.328;0;-3.37;25.518;0;-2.56;11.638;0;-1.54;-1;-1;-1;-1;-1;-1;6.838;0;-0.12;6.838;0;-0.12;4.338;0;-1.122;6.008;0;-0.1;-1;-1;-1;-1;-1;-1;3.648;0;-1.46;-1;-1;-1;-1;-1;-1;0;0;-1.593
249_042_00027;57.578;0;-2.05;35.517;0;-1.844;30.548;0;-3.26;26.328;0;-3.37;22.718;0;-2;22.718;0;-2;17.248;0;-1.73;11.638;0;-1.54;6.838;0;-0.12;6.838;0;-0.12;4.338;0;-1.122;6.008;0;-0.1;-1;-1;-1;-1;-1;-1;3.648;0;-1.46;-1;-1;-1;-1;-1;-1;0;0;-1.593
249_042_00028;55;0;-3.907;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;29.066;0;-3.669;-1;-1;-1;-1;-1;-1;13.035;0;-1.952;11.031;0;-1.916;8.531;0;-1.943;9.027;0;-1.889;5.02;0;-2.28;3.016;0;-2.28;1.216;0;-3.48;-1;-1;-1;-1;-1;-1;0;0;-3.48
249_042_00037;58.242;0;-5.055;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20.391;0;-3.753;-1;-1;-1;-1;-1;-1;14.946;0;-1.322;14.401;0;-1.296;11.901;0;-1.381;4.6;0;-1.718;-1;-1;-1;-1;-1;-1;2.8;0;-2.918;-1;-1;-1;-1;-1;-1;0;0;-2.918
249_042_00039;40.807;0;-4.236;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.256;0;-3.938;-1;-1;-1;-1;-1;-1;16.716;0;-1.464;16.716;0;-1.464;14.216;0;-1.789;15.712;0;-1.419;-1;-1;-1;-1;-1;-1;11.905;0;-3.159;-1;-1;-1;-1;-1;-1;0;0;-3.159
249_042_00050;42.137;0;-5.783;40.485;0;-5.817;39.419;0;-6.681;38.137;0;-6.697;35.777;0;-5.257;32.423;0;-4.894;-1;-1;-1;-1;-1;-1;9.503;0;-1.481;9.503;0;-1.481;7.003;0;-2.125;8.944;0;-1.466;-1;-1;-1;-1;-1;-1;5.467;0;-3.149;-1;-1;-1;-1;-1;-1;0;0;-3.149
249_042_00059;70.289;0;-5.211;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;61.139;0;-4.95;-1;-1;-1;-1;-1;-1;30.569;0;-1.994;29.041;0;-1.955;26.541;0;-2.058;17.832;0;-2.019;-1;-1;-1;-1;-1;-1;10.19;0;-4.283;-1;-1;-1;-1;-1;-1;0;0;-5.006
249_042_00062;55;0;-4.175;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30.536;0;-3.835;-1;-1;-1;-1;-1;-1;10.23;0;-1.553;10.23;0;-1.553;7.73;0;-1.586;7.73;0;-1.586;-1;-1;-1;-1;-1;-1;5.891;0;-2.787;-1;-1;-1;-1;-1;-1;0;0;-2.787
249_042_00075;65;0;-1.836;57.897;0;-1.947;56.397;0;-3.1;54.108;0;-3.1;52.608;0;-2.107;31.449;0;-1.57;-1;-1;-1;-1;-1;-1;19.902;0;-0.17;19.032;0;-0.166;16.532;0;-1.359;19.032;0;-0.166;-1;-1;-1;-1;-1;-1;15.769;0;-1.82;-1;-1;-1;-1;-1;-1;0;0;-1.82
249_042_00076;33.142;0;-4.779;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.872;0;-4.78;-1;-1;-1;-1;-1;-1;7.16;0;-1.735;6.549;0;-1.679;4.049;0;-1.916;4.106;0;-1.878;-1;-1;-1;-1;-1;-1;2.306;0;-3.078;-1;-1;-1;-1;-1;-1;0;0;-3.078
249_042_00081;37.996;0;-5.445;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33.995;0;-5.489;-1;-1;-1;-1;-1;-1;14.991;0;-1.553;14.991;0;-1.553;12.491;0;-2.558;13.991;0;-1.596;-1;-1;-1;-1;-1;-1;11.69;0;-3.092;-1;-1;-1;-1;-1;-1;0;0;-3.092
249_042_00082;42.307;0;-5.204;41.806;0;-5.004;41.806;0;-5.004;41.806;0;-5.004;41.305;0;-4.748;29.28;0;-4.604;-1;-1;-1;-1;-1;-1;12.747;0;-1.6;12.246;0;-1.56;9.746;0;-1.796;10.743;0;-1.648;-1;-1;-1;-1;-1;-1;4.935;0;-3.212;-1;-1;-1;-1;-1;-1;0;0;-3.212
249_042_00083;41.132;0;-3.002;40.632;0;-3.058;38.332;0;-4.23;36.7;0;-4.23;34.9;0;-3.13;21.5;0;-2.038;-1;-1;-1;-1;-1;-1;20;0;-1.657;20;0;-1.657;17.5;0;-2.657;19;0;-1.657;-1;-1;-1;-1;-1;-1;17.2;0;-2.857;-1;-1;-1;-1;-1;-1;0;0;-2.861
249_042_00085;33.142;0;-4.779;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.872;0;-4.78;-1;-1;-1;-1;-1;-1;7.16;0;-1.735;6.549;0;-1.679;4.049;0;-1.916;4.106;0;-1.878;-1;-1;-1;-1;-1;-1;2.306;0;-3.078;-1;-1;-1;-1;-1;-1;0;0;-3.078
249_042_00086;44.993;0;-3.973;44.491;0;-3.958;44.491;0;-3.958;43.99;0;-3.964;42.987;0;-3.618;35.465;0;-3.501;-1;-1;-1;-1;-1;-1;22.427;0;-1.624;22.427;0;-1.624;19.927;0;-1.784;13.401;0;-1.764;-1;-1;-1;-1;-1;-1;11.601;0;-2.964;-1;-1;-1;-1;-1;-1;0;0;-2.964
249_042_00087;44.993;0;-3.973;44.491;0;-3.958;44.491;0;-3.958;43.99;0;-3.964;42.987;0;-3.618;35.465;0;-3.501;-1;-1;-1;-1;-1;-1;22.929;0;-1.662;22.427;0;-1.624;19.927;0;-1.784;13.401;0;-1.764;-1;-1;-1;-1;-1;-1;11.601;0;-2.964;-1;-1;-1;-1;-1;-1;0;0;-2.964
249_042_00088;44.993;0;-3.973;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35.465;0;-3.501;-1;-1;-1;-1;-1;-1;22.427;0;-1.624;22.427;0;-1.624;19.927;0;-1.784;13.401;0;-1.764;-1;-1;-1;-1;-1;-1;11.601;0;-2.964;-1;-1;-1;-1;-1;-1;0;0;-2.964
249_042_00089;55;0;-3.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;49.89;0;-3.1;-1;-1;-1;-1;-1;-1;46.744;0;-1.7;46.744;0;-1.7;44.244;0;-1.704;29.28;0;-1.73;-1;-1;-1;-1;-1;-1;15;0;-4.68;-1;-1;-1;-1;-1;-1;0;0;-4.726
249_042_00090;39.47;0;-4.726;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.47;0;-4.68;-1;-1;-1;-1;-1;-1;10.19;0;-1.73;10.19;0;-1.73;7.69;0;-2.142;8.34;0;-1.75;-1;-1;-1;-1;-1;-1;6.104;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.1
249_042_00091;51.513;0;-4.433;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.844;0;-4.212;-1;-1;-1;-1;-1;-1;21.668;0;-1.427;21.668;0;-1.427;19.168;0;-1.617;20.151;0;-1.456;-1;-1;-1;-1;-1;-1;16.778;0;-3.158;-1;-1;-1;-1;-1;-1;0;0;-3.158
249_042_00092;44.993;0;-3.973;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35.465;0;-3.501;-1;-1;-1;-1;-1;-1;22.427;0;-1.624;20.422;0;-1.746;17.922;0;-1.714;13.401;0;-1.764;-1;-1;-1;-1;-1;-1;11.601;0;-2.964;-1;-1;-1;-1;-1;-1;0;0;-2.964
249_042_00101;55;0;-4.765;49.442;0;-4.779;48.114;0;-5.779;45.458;0;-5.584;44.13;0;-4.584;44.13;0;-4.584;32.18;0;-4.213;21.557;0;-4.098;13.59;0;-1.763;10.934;0;-1.435;8.434;0;-1.418;5.623;0;-1.64;-1;-1;-1;-1;-1;-1;3.823;0;-2.84;-1;-1;-1;-1;-1;-1;0;0;-2.84
249_042_00105;55;0;-4.911;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;31.692;0;-4.724;-1;-1;-1;-1;-1;-1;10.725;0;-1.757;8.104;0;-1.563;5.604;0;-2.763;8.104;0;-1.563;-1;-1;-1;-1;-1;-1;6.304;0;-2.763;-1;-1;-1;-1;-1;-1;0;0;-2.763
249_042_00106;55;0;-4.911;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;34.313;0;-4.788;-1;-1;-1;-1;-1;-1;10.725;0;-1.757;10.725;0;-1.757;8.225;0;-1.572;8.225;0;-1.572;-1;-1;-1;-1;-1;-1;6.304;0;-2.763;-1;-1;-1;-1;-1;-1;0;0;-2.763
249_042_00107;55;0;-5.103;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.442;0;-4.843;-1;-1;-1;-1;-1;-1;12.469;0;-2.046;9.973;0;-1.85;7.473;0;-1.993;4.982;0;-2.067;-1;-1;-1;-1;-1;-1;3.182;0;-3.267;-1;-1;-1;-1;-1;-1;0;0;-3.267
249_042_00108;55;0;-4.25;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26.452;0;-4.25;-1;-1;-1;-1;-1;-1;17.039;0;-3.65;10.427;0;-3.663;7.927;0;-3.636;3.816;0;-3.659;-1;-1;-1;-1;-1;-1;2.016;0;-4.859;-1;-1;-1;-1;-1;-1;0;0;-4.859
249_042_00110;37.787;0;-6.991;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.787;0;-6.971;26.577;0;-5.41;24.837;0;-5.04;16.407;0;-2.12;10.607;0;-1.9;8.107;0;-1.792;3.537;0;-1.66;-1;-1;-1;-1;-1;-1;3.177;0;-2.64;-1;-1;-1;-1;-1;-1;0;0;-2.64
249_042_00112;37.787;0;-6.991;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.787;0;-6.971;26.577;0;-5.41;22.647;0;-4.53;16.407;0;-2.12;10.607;0;-1.9;8.107;0;-1.792;3.537;0;-1.66;-1;-1;-1;-1;-1;-1;3.177;0;-2.64;-1;-1;-1;-1;-1;-1;0;0;-2.64
249_042_00114;37.787;0;-6.991;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.787;0;-6.971;-1;-1;-1;-1;-1;-1;16.407;0;-2.12;8.057;0;-1.79;5.557;0;-1.609;3.287;0;-1.64;-1;-1;-1;-1;-1;-1;3.177;0;-2.64;-1;-1;-1;-1;-1;-1;0;0;-2.64
249_042_00115;37.787;0;-6.991;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.787;0;-6.971;26.577;0;-5.41;22.647;0;-4.53;16.407;0;-2.12;10.607;0;-1.9;8.107;0;-1.792;3.287;0;-1.64;-1;-1;-1;-1;-1;-1;3.177;0;-2.64;-1;-1;-1;-1;-1;-1;0;0;-2.64
249_042_00116;43.138;0;-5.18;42.332;0;-5.073;42.332;0;-5.073;42.332;0;-5.073;40.637;0;-4.736;33.636;0;-4.719;-1;-1;-1;-1;-1;-1;19.134;0;-2.651;18.134;0;-2.608;15.634;0;-2.668;11.132;0;-2.765;-1;-1;-1;-1;-1;-1;5.332;0;-4.381;-1;-1;-1;-1;-1;-1;0;0;-4.381
249_042_00117;26.132;0;-3.002;25.632;0;-3.058;23.332;0;-4.23;21.7;0;-4.23;19.9;0;-3.13;6;0;-2.001;-1;-1;-1;-1;-1;-1;5;0;-1.657;5;0;-1.657;2.5;0;-2.657;4;0;-1.657;-1;-1;-1;-1;-1;-1;2.2;0;-2.857;-1;-1;-1;-1;-1;-1;0;0;-2.861
249_042_00119;95;0;-4.43;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;79.744;0;-4.401;-1;-1;-1;-1;-1;-1;51.654;0;-1.596;50.103;0;-1.587;47.603;0;-1.551;23.212;0;-1.503;-1;-1;-1;-1;-1;-1;6.397;0;-3.18;-1;-1;-1;-1;-1;-1;0;0;-3.27
