Profielnaam;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts;;;;
246_042_00055;60;0;-2.092;43.774;0;-1.938;42.4;0;-3.5;37.7;0;-3.5;35.5;0;-2.16;35.5;0;-2.16;-1;-1;-1;-1;-1;-1;23.8;0;0.4;23.8;0;0.4;21.3;0;0.397;14.9;0;0.39;-1;-1;-1;-1;-1;-1;8.996;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.7;;;;
246_042_00056;57.66;0;-2.57;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.66;0;-2.57;-1;-1;-1;-1;-1;-1;20.25;0;-0.1;21.25;0;-0.433;18.75;0;-0.1;18.75;0;-0.1;-1;-1;-1;-1;-1;-1;6.03;0;-4.34;-1;-1;-1;-1;-1;-1;0;0;-4.34;18.75;0;-0.1;209
247_042_00002;55.5;0;-4.747;52;0;-4.934;51.228;0;-5.65;41.453;0;-5.65;40.5;0;-4.461;40;0;-4.521;-1;-1;-1;-1;-1;-1;14.5;0;0.001;14;0;0.02;11.5;0;-0.603;13.5;0;0.011;-1;-1;-1;-1;-1;-1;12;0;-0.603;-1;-1;-1;-1;-1;-1;0;0;-0.708;;;;
247_042_00003;55.5;0;-4.747;52;0;-4.934;51.228;0;-5.65;41.453;0;-5.65;40.5;0;-4.461;40;0;-4.521;-1;-1;-1;-1;-1;-1;14.5;0;0.001;14;0;0.02;11.5;0;-0.603;13.5;0;0.011;-1;-1;-1;-1;-1;-1;12;0;-0.603;-1;-1;-1;-1;-1;-1;0;0;-0.708;;;;
247_042_00012;96.5;0;-4.182;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17.5;0;-3.666;-1;-1;-1;-1;-1;-1;8;0;-0.299;7;0;-0.182;4.5;0;-0.003;3.5;0;0.114;-1;-1;-1;-1;-1;-1;1.608;0;-2.17;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00014;100;0;-4.678;90;0;-5.105;88;0;-5.791;81.5;0;-5.61;80.5;0;-5.125;80;0;-5.037;73;0;-4.417;31.5;0;-4.272;20;0;-1.91;18.5;0;-1.617;16;0;-1.508;14.999;0;-1.493;-1;-1;-1;-1;-1;-1;6.2;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00015;100;0;-4.678;90.5;0;-4.979;88;0;-5.791;81;0;-5.381;80.5;0;-5.125;78.5;0;-4.646;64;0;-4.518;31.5;0;-4.272;19.5;0;-1.81;18.5;0;-1.617;16;0;-1.508;14.999;0;-1.493;-1;-1;-1;-1;-1;-1;6.2;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00018;48.279;0;-1.55;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.279;0;-1.55;-1;-1;-1;-1;-1;-1;17.5;0;-1.29;18.5;0;-1.623;16;0;-1.29;16;0;-1.29;-1;-1;-1;-1;-1;-1;12.04;0;-2.61;-1;-1;-1;-1;-1;-1;0;0;-2.61;16;0;-1.29;196
247_042_00019;100;0;-4.678;90;0;-5.105;88;0;-5.791;81;0;-5.381;80;0;-5.037;79;0;-4.77;66.5;0;-4.509;32;0;-4.325;20;0;-1.91;18.5;0;-1.617;16;0;-1.508;14.999;0;-1.493;-1;-1;-1;-1;-1;-1;6.2;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00020;100;0;-4.678;91.5;0;-4.858;88;0;-5.791;81.5;0;-5.61;78.5;0;-4.646;31.5;0;-4.272;-1;-1;-1;-1;-1;-1;18.5;0;-1.617;17.5;0;-1.548;15;0;-1.493;14.999;0;-1.493;-1;-1;-1;-1;-1;-1;6.2;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00021;52.6;0;-4.751;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41.436;0;-4.692;-1;-1;-1;-1;-1;-1;16.629;0;-1.497;16.112;0;-1.427;13.612;0;-1.336;9.394;0;-1.418;-1;-1;-1;-1;-1;-1;7.326;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00023;52.6;0;-4.695;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32.381;0;-4.41;-1;-1;-1;-1;-1;-1;15.293;0;-1.242;14.704;0;-1.291;12.204;0;-1.225;9.99;0;-1.29;-1;-1;-1;-1;-1;-1;8.304;0;-2.862;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00029;36.5;0;-4.139;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;21.5;0;-3.789;-1;-1;-1;-1;-1;-1;9;0;-1.435;8.5;0;-1.307;6;0;-1.502;7;0;-1.401;-1;-1;-1;-1;-1;-1;3.2;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00030;35;0;-6.25;30;0;-6.25;30;0;-6.25;30;0;-6.25;23;0;-3.484;19;0;-3.232;-1;-1;-1;-1;-1;-1;10;0;-1.494;9;0;-1.482;6.5;0;-1.363;5;0;-1.417;-1;-1;-1;-1;-1;-1;1.92;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00033;215.5;0;-3.133;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;21.5;0;-1.064;-1;-1;-1;-1;-1;-1;19.5;0;-0.891;19;0;-0.895;16.5;0;-1.012;15.5;0;-0.975;-1;-1;-1;-1;-1;-1;7.564;0;-2.61;-1;-1;-1;-1;-1;-1;0;0;-2.61;;;;
247_042_00037;76.5;0;-6.1;43.15;0;-6.1;43.15;0;-6.1;43.15;0;-6.1;40;0;-4.495;29;0;-4.35;-1;-1;-1;-1;-1;-1;8.5;0;-1.499;8;0;-1.459;5.5;0;-1.663;6;0;-1.415;-1;-1;-1;-1;-1;-1;3;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00038;47;0;-4.703;39.5;0;-4.852;37;0;-6.1;35.604;0;-6.1;34.5;0;-4.983;27;0;-4.304;-1;-1;-1;-1;-1;-1;8.5;0;-1.288;8;0;-1.268;5.5;0;-1.847;7;0;-1.311;-1;-1;-1;-1;-1;-1;3.4;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00039;78.5;0;-4.805;55;0;-4.705;52.896;0;-6.1;51.104;0;-6.1;48;0;-4.52;38;0;-4.428;-1;-1;-1;-1;-1;-1;19.5;0;-1.658;18.5;0;-1.547;16;0;-1.421;15;0;-1.478;-1;-1;-1;-1;-1;-1;11.44;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00046;55.74;0;-3.29;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25.74;0;-3.29;-1;-1;-1;-1;-1;-1;20.25;0;-1.46;21.25;0;-1.793;18.75;0;-1.46;18.75;0;-1.46;-1;-1;-1;-1;-1;-1;16.5;0;-2.21;-1;-1;-1;-1;-1;-1;0;0;-2.21;18.75;0;-1.46;210
247_042_00047;55.74;0;-3.29;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25.74;0;-3.29;-1;-1;-1;-1;-1;-1;20.25;0;-1.46;21.25;0;-1.793;18.75;0;-1.46;18.75;0;-1.46;-1;-1;-1;-1;-1;-1;17.625;0;-2.21;-1;-1;-1;-1;-1;-1;0;0;-2.21;18.75;0;-1.46;211
247_042_00050;101.5;0;-4.182;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25.5;0;-3.862;-1;-1;-1;-1;-1;-1;12.5;0;-0.161;12;0;-0.182;9.5;0;-0.003;8.5;0;0.114;-1;-1;-1;-1;-1;-1;6.5;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00051;63.5;0;-5.55;53;0;-5.55;53;0;-5.55;53;0;-5.55;52.5;0;-5.097;35.5;0;-4.377;-1;-1;-1;-1;-1;-1;14.5;0;-0.512;12.5;0;-0.25;10;0;-0.359;12;0;-0.137;-1;-1;-1;-1;-1;-1;2.5;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00052;65;0;-4.62;48.5;0;-5.019;48.059;0;-5.896;46.844;0;-5.961;45;0;-4.694;44;0;-4.579;-1;-1;-1;-1;-1;-1;12.5;0;-0.263;11;0;-0.257;8.5;0;-0.215;7;0;-0.216;-1;-1;-1;-1;-1;-1;1.25;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00054;104.5;0;-3.55;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26.5;0;-1.765;-1;-1;-1;-1;-1;-1;22.5;0;-0.578;21.5;0;-0.472;19;0;-0.358;16.5;0;-0.361;-1;-1;-1;-1;-1;-1;16.5;0;-0.361;-1;-1;-1;-1;-1;-1;0;0;-0.362;;;;
247_042_00055;106.5;0;-5.75;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;58;0;-4.879;-1;-1;-1;-1;-1;-1;18.5;0;-0.349;18;0;-0.307;15.5;0;-0.214;14.5;0;-0.223;-1;-1;-1;-1;-1;-1;13.5;0;-0.304;-1;-1;-1;-1;-1;-1;0;0;-0.304;;;;
247_042_00056;80;0;-5.75;65.5;0;-5.036;64.332;0;-5.75;59.254;0;-5.75;57.5;0;-4.609;57;0;-4.425;-1;-1;-1;-1;-1;-1;17.5;0;-0.36;16.5;0;-0.358;14;0;-0.243;11.5;0;-0.298;-1;-1;-1;-1;-1;-1;11.5;0;-0.298;-1;-1;-1;-1;-1;-1;0;0;-0.315;;;;
247_042_00057;79.5;0;-4.374;55.5;0;-4.758;53.676;0;-6.35;52.299;0;-6.35;51.5;0;-5.089;36;0;-4.11;-1;-1;-1;-1;-1;-1;13.5;0;-0.28;11.5;0;-0.224;9;0;-0.181;7;0;-0.19;-1;-1;-1;-1;-1;-1;6.5;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00058;94.5;0;-4.776;77;0;-5.351;76.5;0;-6.401;58.018;0;-6.35;56.5;0;-4.746;55.5;0;-4.515;-1;-1;-1;-1;-1;-1;17;0;-0.247;16;0;-0.308;13.5;0;-0.196;11;0;-0.214;-1;-1;-1;-1;-1;-1;11;0;-0.214;-1;-1;-1;-1;-1;-1;0;0;-0.214;;;;
247_042_00059;71.5;0;-4.246;56.5;0;-4.257;53.552;0;-5.984;52.949;0;-5.984;50.5;0;-4.492;31;0;-3.794;-1;-1;-1;-1;-1;-1;12.5;0;-0.19;11.5;0;-0.216;9;0;-0.17;6;0;-0.177;-1;-1;-1;-1;-1;-1;5.5;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00060;78.5;0;-4.694;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;31.5;0;-3.338;-1;-1;-1;-1;-1;-1;17;0;-0.21;17;0;-0.21;14.5;0;-0.512;15.5;0;-0.169;-1;-1;-1;-1;-1;-1;10.2;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00061;68.5;0;-4.694;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;21.5;0;-3.338;-1;-1;-1;-1;-1;-1;7.5;0;-0.306;7;0;-0.21;4.5;0;-0.512;5.5;0;-0.169;-1;-1;-1;-1;-1;-1;0.2;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00062;92.5;0;-4.689;63.5;0;-4.983;62.797;0;-5.9;61.703;0;-5.9;61;0;-4.959;60.5;0;-4.681;-1;-1;-1;-1;-1;-1;22.5;0;-0.414;21.5;0;-0.32;19;0;-0.207;16;0;-0.268;-1;-1;-1;-1;-1;-1;15;0;-0.258;-1;-1;-1;-1;-1;-1;0;0;-0.268;;;;
247_042_00063;92.5;0;-4.689;63.5;0;-4.983;62.797;0;-5.9;61.703;0;-5.9;61;0;-4.959;61;0;-4.959;60.5;0;-4.681;23.5;0;-0.505;23;0;-0.445;22;0;-0.336;19.5;0;-0.207;17;0;-0.226;-1;-1;-1;-1;-1;-1;15;0;-0.258;-1;-1;-1;-1;-1;-1;0;0;-0.268;;;;
247_042_00064;70.5;0;-4.384;61;0;-4.379;57.963;0;-6.05;56.226;0;-6.05;54.5;0;-4.605;46;0;-4.112;-1;-1;-1;-1;-1;-1;11;0;-0.338;10;0;-0.328;7.5;0;-0.252;5;0;-0.215;-1;-1;-1;-1;-1;-1;4.5;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00065;69.5;0;-3.831;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.5;0;-3.266;-1;-1;-1;-1;-1;-1;10.5;0;-0.342;10;0;-0.342;7.5;0;-0.238;4;0;-0.22;-1;-1;-1;-1;-1;-1;3.5;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00066;57.5;0;-4.266;53;0;-4.391;51.389;0;-5.9;49.158;0;-5.9;47.5;0;-4.475;31;0;-4.293;-1;-1;-1;-1;-1;-1;12;0;0.103;11.5;0;0.112;9;0;-0.405;10;0;0.153;-1;-1;-1;-1;-1;-1;3.15;0;-2.74;-1;-1;-1;-1;-1;-1;0;0;-2.8;;;;
247_042_00067;67.5;0;-4.632;49;0;-4.847;47.486;0;-6.05;46.256;0;-6.05;45.228;0;-5.07;42.5;0;-4.652;-1;-1;-1;-1;-1;-1;9.5;0;-0.225;9;0;-0.187;6.5;0;-0.545;7;0;-0.16;-1;-1;-1;-1;-1;-1;1;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.8;;;;
247_042_00068;94;0;-3.094;54;0;-2.926;50;0;-3.996;47.5;0;-3.759;45.5;0;-2.87;30;0;-2.382;-1;-1;-1;-1;-1;-1;16;0;-0.374;15;0;-0.314;12.5;0;-0.579;13;0;-0.267;-1;-1;-1;-1;-1;-1;12.5;0;-0.579;-1;-1;-1;-1;-1;-1;0;0;-0.626;;;;
247_042_00069;88.5;0;-2.765;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.5;0;-2.346;-1;-1;-1;-1;-1;-1;13.5;0;-0.217;13;0;-0.175;10.5;0;-2.3;11;0;-0.24;-1;-1;-1;-1;-1;-1;10.5;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00070;82.608;0;-2.815;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16.5;0;-1.417;-1;-1;-1;-1;-1;-1;13;0;-0.338;12;0;-0.184;9.5;0;-0.375;10;0;-0.255;-1;-1;-1;-1;-1;-1;2.8;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00071;34.5;0;-3.546;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15.5;0;-3.246;-1;-1;-1;-1;-1;-1;11.5;0;-1.518;10;0;-1.386;7.5;0;-1.325;5;0;-1.353;-1;-1;-1;-1;-1;-1;1.86;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00072;51.5;0;-5.736;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;0;-5.588;-1;-1;-1;-1;-1;-1;12;0;-1.373;11;0;-1.328;8.5;0;-1.307;7.5;0;-1.34;-1;-1;-1;-1;-1;-1;3.8;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00073;77.5;0;-5.457;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32;0;-3.768;-1;-1;-1;-1;-1;-1;17.5;0;-1.219;16;0;-1.27;13.5;0;-1.22;10.5;0;-1.207;-1;-1;-1;-1;-1;-1;7.646;0;-2.61;-1;-1;-1;-1;-1;-1;0;0;-2.61;;;;
247_042_00074;36;0;-2.749;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.5;0;-3.07;-1;-1;-1;-1;-1;-1;13.5;0;-1.238;12;0;-1.269;9.5;0;-1.306;5.5;0;-1.244;-1;-1;-1;-1;-1;-1;1.7;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00075;91;0;-3.831;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;55.5;0;-3.898;-1;-1;-1;-1;-1;-1;19.5;0;-1.322;18;0;-1.286;15.5;0;-1.236;11.5;0;-1.27;-1;-1;-1;-1;-1;-1;8.24;0;-2.61;-1;-1;-1;-1;-1;-1;0;0;-2.61;;;;
247_042_00076;41;0;-5.463;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15.5;0;-3.091;-1;-1;-1;-1;-1;-1;9;0;-1.472;9;0;-1.472;6.5;0;-1.832;7.5;0;-1.458;-1;-1;-1;-1;-1;-1;4.364;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00077;59;0;-4.115;44;0;-4.989;42.33;0;-6.8;36;0;-6.8;32;0;-4.701;19;0;-4.733;-1;-1;-1;-1;-1;-1;11;0;-1.667;10.5;0;-1.594;8;0;-1.569;8;0;-1.569;-1;-1;-1;-1;-1;-1;5.34;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00078;61.5;0;-3.894;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15;0;-2.052;-1;-1;-1;-1;-1;-1;11.5;0;-1.062;10.5;0;-0.952;8;0;-1.42;9;0;-1.041;-1;-1;-1;-1;-1;-1;4.3;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00079;50.5;0;-4.929;44;0;-4.898;42.415;0;-6.1;41.698;0;-6.1;40;0;-4.859;27.5;0;-4.718;-1;-1;-1;-1;-1;-1;9;0;-1.667;8;0;-1.532;5.5;0;-1.943;6.5;0;-1.509;-1;-1;-1;-1;-1;-1;3.586;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00080;75.5;0;-3.927;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35;0;-3.625;-1;-1;-1;-1;-1;-1;25.5;0;-1.172;24.5;0;-1.15;22;0;-1.107;13;0;-1.28;-1;-1;-1;-1;-1;-1;8.004;0;-2.61;-1;-1;-1;-1;-1;-1;0;0;-2.61;;;;
247_042_00081;57;0;-3.641;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17.5;0;-2.606;-1;-1;-1;-1;-1;-1;16;0;-1.807;13;0;-1.712;10.5;0;-1.576;5;0;-1.577;-1;-1;-1;-1;-1;-1;2.354;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00082;78;0;-6.8;43.5;0;-6.8;43.5;0;-6.8;43.5;0;-6.8;42;0;-5.666;25.5;0;-4.914;-1;-1;-1;-1;-1;-1;7;0;-1.844;7;0;-1.844;4.5;0;-2.155;6;0;-1.818;-1;-1;-1;-1;-1;-1;2.69;0;-3.36;-1;-1;-1;-1;-1;-1;0;0;-3.36;;;;
247_042_00083;61;0;-3.566;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25;0;-3.45;-1;-1;-1;-1;-1;-1;14;0;-1.179;14;0;-1.179;11.5;0;-1.379;12.5;0;-1.171;-1;-1;-1;-1;-1;-1;8.225;0;-3.08;-1;-1;-1;-1;-1;-1;0;0;-3.08;;;;
247_042_00084;58;0;-6.8;33;0;-6.8;33;0;-6.8;33;0;-6.8;30.5;0;-4.599;30.5;0;-4.599;-1;-1;-1;-1;-1;-1;8.5;0;-1.68;7.5;0;-1.679;5;0;-1.67;5;0;-1.67;-1;-1;-1;-1;-1;-1;1.45;0;-3.08;-1;-1;-1;-1;-1;-1;0;0;-3.08;;;;
247_042_00085;59;0;-2.668;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25.5;0;-2.976;-1;-1;-1;-1;-1;-1;16;0;-1.698;15;0;-1.647;12.5;0;-1.581;12.5;0;-1.581;-1;-1;-1;-1;-1;-1;8.387;0;-3.26;-1;-1;-1;-1;-1;-1;0;0;-3.26;;;;
247_042_00086;117;0;-3.458;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.5;0;-3.516;-1;-1;-1;-1;-1;-1;11;0;-2.133;10.5;0;-2.003;8;0;-2.742;9;0;-2.071;-1;-1;-1;-1;-1;-1;7.08;0;-3.36;-1;-1;-1;-1;-1;-1;0;0;-3.36;;;;
247_042_00089;96.5;0;-4.182;88.5;0;-4.437;85.332;0;-4.78;84.363;0;-4.78;84.363;0;-4.78;83;0;-4.403;78.5;0;-4.175;18;0;-3.665;7.5;0;-0.161;7.5;0;-0.161;5;0;-0.01;3.5;0;0.114;-1;-1;-1;-1;-1;-1;1.608;0;-2.17;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00090;96.5;0;-4.182;88;0;-4.522;85.332;0;-4.78;84.5;0;-4.869;83.5;0;-4.544;83;0;-4.403;78.5;0;-4.175;17.5;0;-3.666;8;0;-0.299;7;0;-0.182;4.5;0;-0.003;3.5;0;0.114;-1;-1;-1;-1;-1;-1;1.5;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;;;;
247_042_00091;52.6;0;-4.695;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32.381;0;-4.41;-1;-1;-1;-1;-1;-1;15.293;0;-1.242;14.704;0;-1.291;12.204;0;-1.225;9.99;0;-1.29;-1;-1;-1;-1;-1;-1;8.304;0;-2.862;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00092;57.6;0;-4.896;53.663;0;-5.184;52.792;0;-5.735;52.074;0;-5.729;50.347;0;-5.111;39.985;0;-4.589;-1;-1;-1;-1;-1;-1;15.232;0;-1.056;14.656;0;-1.153;12.156;0;-1.085;10.051;0;-1.164;-1;-1;-1;-1;-1;-1;8.098;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
247_042_00093;52.634;0;-4.456;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33.531;0;-4.259;-1;-1;-1;-1;-1;-1;16.441;0;-1.349;15.784;0;-1.313;13.284;0;-1.344;9.868;0;-1.361;-1;-1;-1;-1;-1;-1;7.853;0;-2.9;-1;-1;-1;-1;-1;-1;0;0;-2.9;;;;
250_042_00003;65;0;-0.166;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.426;0;-0.123;-1;-1;-1;-1;-1;-1;34.48;0;-0.069;33.832;0;-0.077;31.332;0;-0.179;29.292;0;-0.167;-1;-1;-1;-1;-1;-1;28.643;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6;;;;
250_042_00007;60;0;-1.939;59.109;0;-1.939;57;0;-3;53;0;-3;50.916;0;-1.845;26.85;0;-1.426;-1;-1;-1;-1;-1;-1;19.169;0;0.932;18.657;0;0.92;16.157;0;0.875;16.097;0;0.877;-1;-1;-1;-1;-1;-1;7.128;0;-1.707;-1;-1;-1;-1;-1;-1;0;0;-1.707;;;;
250_042_00017;45.448;0;-1.521;25.965;0;-1.489;24.273;0;-3.173;22.268;0;-3.181;20.238;0;-1.391;19.561;0;-1.385;-1;-1;-1;-1;-1;-1;14.824;0;-0.246;14.147;0;-0.208;11.647;0;-0.397;12.794;0;-0.194;-1;-1;-1;-1;-1;-1;6.765;0;-2.6;-1;-1;-1;-1;-1;-1;0;0;-2.607;;;;
250_042_00018;65.982;0;-3.192;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;42.11;0;-3.125;-1;-1;-1;-1;-1;-1;31.419;0;-0.24;29.415;0;-0.156;26.915;0;-0.104;12.042;0;-0.198;-1;-1;-1;-1;-1;-1;6.707;0;-2.6;-1;-1;-1;-1;-1;-1;0;0;-2.6;;;;
250_042_00019;35.147;0;-1.928;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.684;0;-1.909;-1;-1;-1;-1;-1;-1;17.124;0;-0.267;16.421;0;-0.204;13.921;0;-0.796;15.016;0;-0.305;-1;-1;-1;-1;-1;-1;10.315;0;-2.6;-1;-1;-1;-1;-1;-1;0;0;-2.6;;;;
250_042_00020;30.549;0;-1.591;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17.779;0;-1.533;-1;-1;-1;-1;-1;-1;13.537;0;-0.201;12.83;0;-0.167;10.33;0;-0.815;12.122;0;-0.201;-1;-1;-1;-1;-1;-1;6.71;0;-2.626;-1;-1;-1;-1;-1;-1;0;0;-2.627;;;;
250_042_00021;51.149;0;-1.382;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.667;0;-1.034;-1;-1;-1;-1;-1;-1;15.215;0;-0.166;15.215;0;-0.166;12.715;0;-0.794;13.806;0;-0.117;-1;-1;-1;-1;-1;-1;9.102;0;-2.6;-1;-1;-1;-1;-1;-1;0;0;-2.607;;;;
250_042_00022;60;0;-1.913;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;34.149;0;-1.384;-1;-1;-1;-1;-1;-1;24.433;0;0.705;23.41;0;0.795;20.91;0;0.75;20.342;0;0.727;-1;-1;-1;-1;-1;-1;11.383;0;-1.533;-1;-1;-1;-1;-1;-1;0;0;-1.533;;;;
250_042_00023;60;0;-1.913;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33.126;0;-1.314;-1;-1;-1;-1;-1;-1;24.944;0;0.676;23.922;0;0.717;21.422;0;0.757;19.831;0;0.642;-1;-1;-1;-1;-1;-1;11.383;0;-1.533;-1;-1;-1;-1;-1;-1;0;0;-1.533;;;;
250_042_00024;70;0;-2.274;51.757;0;-1.849;49.221;0;-3.333;48.15;0;-3.296;47.15;0;-2.296;34.865;0;-1.806;-1;-1;-1;-1;-1;-1;27.699;0;0.361;26.675;0;0.371;24.175;0;0.346;23.092;0;0.262;-1;-1;-1;-1;-1;-1;18.221;0;-1.498;-1;-1;-1;-1;-1;-1;0;0;-1.498;;;;
